"nota1","nota2","nota3","final","media","periodo","coddisciplina","disciplina","matricula","situacao","vez"
5.7,1.5,4.8,3.1,3.6,20111,1114107,"Probabilidade e Estatística","111110088","R",1
4.7,4.7,4.7,2.8,3.9,20111,1411187,"Análise e Técnicas de Algoritmos","111110088","R",1
6.8,4.5,2,4.8,4.6,20121,1114114,"Métodos Estatísticos","111110088","R",1
4.6,5,6.4,7.3,6.1,20112,1114107,"Probabilidade e Estatística","111110088","A",2
6.1,6.9,9.2,-1,7.4,20121,1411187,"Análise e Técnicas de Algoritmos","111110088","A",2
7.2,7.7,7,-1,7.3,20122,1114114,"Métodos Estatísticos","111110088","A",2
0,0,0,-1,0,20121,1108089,"Fundamentos de Física Clássica","111110089","R",1
7.5,2.5,4,3,4,20122,1108089,"Fundamentos de Física Clássica","111110089","R",2
5.2,9.5,5,-1,4,20111,1109035,"Álgebra Vetorial e Geometria Analítica","111110090","R",1
6.1,9.8,9,-1,8.3,20112,1109035,"Álgebra Vetorial e Geometria Analítica","111110090","A",2
0,0,0.3,-1,0.1,20121,1108089,"Fundamentos de Física Clássica","111110091","R",1
9.1,9.1,5.1,-1,8.3,20121,1411168,"Programação II","111110091","A",2
6.1,3.6,7.45,6.3,6.1,20121,1411181,"Lab. de Programação II","111110091","A",2
5.5,4.9,2.7,4,4.2,20111,1109103,"Cálculo Diferencial e Integral I","111110091","R",1
2.5,4,5.5,2.8,3.5,20111,1109035,"Álgebra Vetorial e Geometria Analítica","111110091","R",1
4,2,3,-1,3,20122,1108089,"Fundamentos de Física Clássica","111110091","R",2
3.5,3.5,3.5,-1,3.5,20112,1411168,"Programação II","111110091","R",1
3.5,3.5,1.75,-1,3.5,20112,1411181,"Lab. de Programação II","111110091","R",1
7.7,9,3.5,9.5,7.8,20112,1109103,"Cálculo Diferencial e Integral I","111110091","A",2
9.2,8.5,4.5,-1,7.4,20112,1109035,"Álgebra Vetorial e Geometria Analítica","111110091","A",2
9,9,6.1,-1,7.8,20121,1411178,"Sistemas de Informação I","111110099","A",2
9.7,9.6,3.2,-1,7.5,20121,1411182,"Lab. de Organização e Arquitetura de Computadores","111110099","A",2
5.7,0,0,-1,1.9,20111,1114107,"Probabilidade e Estatística","111110099","R",1
3,5,8,4.5,5,20121,1114107,"Probabilidade e Estatística","111110099","A",3
6,5.5,6.6,6,6,20121,1411171,"Teoria da Computação","111110099","A",2
2.6,2.6,2.6,-1,2.6,20112,1411178,"Sistemas de Informação I","111110099","R",1
8.1,4.8,3.3,3,4.4,20112,1411182,"Lab. de Organização e Arquitetura de Computadores","111110099","R",1
4.3,4.1,4.2,1.2,3,20112,1114107,"Probabilidade e Estatística","111110099","R",2
4.5,5.7,3.5,1,3.2,20112,1411171,"Teoria da Computação","111110099","R",1
4.5,3.3,4.2,4.5,4.2,20111,1114107,"Probabilidade e Estatística","111110109","R",1
7.7,3.4,3.7,4.1,4.6,20112,1114107,"Probabilidade e Estatística","111110109","R",2
2.3,2.3,0.6,-1,2,20121,1411168,"Programação II","111110113","R",2
5.4,5.65,5.3,4.9,5.3,20122,1411168,"Programação II","111110113","A",3
1.75,1.75,0.5,-1,0.9,20121,1411181,"Lab. de Programação II","111110113","R",2
5.75,1.5,2.95,6.7,5.1,20122,1411181,"Lab. de Programação II","111110113","A",3
1.5,0,0,-1,0.5,20111,1109103,"Cálculo Diferencial e Integral I","111110113","R",1
0.5,0,0,-1,0.2,20111,1109035,"Álgebra Vetorial e Geometria Analítica","111110113","R",1
3.6,1.7,7,4,4.1,20121,1411176,"Gerência da Informação","111110113","R",1
0.1,0.1,0.1,-1,0.1,20112,1411168,"Programação II","111110113","R",1
0,0,0,-1,0,20112,1411181,"Lab. de Programação II","111110113","R",1
0,0,0,-1,0,20112,1109103,"Cálculo Diferencial e Integral I","111110113","R",2
0,0,1.5,-1,0.5,20112,1109035,"Álgebra Vetorial e Geometria Analítica","111110113","R",2
5.3,6,7.1,3.3,5,20122,1411176,"Gerência da Informação","111110113","A",2
8.3,8.3,3.5,5.3,6.1,20121,1109053,"Cálculo Diferencial e Integral II","111110114","A",2
0,0.8,0,-1,0.3,20121,1108089,"Fundamentos de Física Clássica","111110114","R",2
9,8.8,5.9,-1,7.9,20122,1108089,"Fundamentos de Física Clássica","111110114","A",3
9,3,0,1.5,3,20112,1109053,"Cálculo Diferencial e Integral II","111110114","R",1
2.5,0,0,-1,0.8,20112,1108089,"Fundamentos de Física Clássica","111110114","R",1
0.8,1.8,0,-1,0.9,20111,1109103,"Cálculo Diferencial e Integral I","111110116","R",1
2.5,4,1,-1,2.5,20111,1109035,"Álgebra Vetorial e Geometria Analítica","111110116","R",1
2.1,5,7.5,3.5,4.3,20121,1109113,"Matemática Discreta","111110116","R",2
0,0,0,-1,0,20112,1109103,"Cálculo Diferencial e Integral I","111110116","R",2
3.1,4.5,0,-1,2.5,20112,1109035,"Álgebra Vetorial e Geometria Analítica","111110116","R",2
4.3,1.4,0,-1,1.9,20112,1109113,"Matemática Discreta","111110116","R",1
1.5,0,2.5,-1,1.3,20121,1109053,"Cálculo Diferencial e Integral II","111110118","R",1
0,0,0,-1,0,20121,1108089,"Fundamentos de Física Clássica","111110118","R",1
7,3,4.8,2.5,3.9,20111,1109103,"Cálculo Diferencial e Integral I","111110118","R",1
2,2.5,1.5,-1,2,20122,1109053,"Cálculo Diferencial e Integral II","111110118","R",2
7.5,6.6,7.5,-1,7.2,20122,1108089,"Fundamentos de Física Clássica","111110118","A",2
8,6.8,5.5,4.7,6,20112,1109103,"Cálculo Diferencial e Integral I","111110118","A",2
2,2,3.5,-1,2.5,20121,1109053,"Cálculo Diferencial e Integral II","111110119","R",1
5.3,3.4,6,4.7,5.5,20121,1411180,"Lab. de Programação I","111110119","A",2
5.3,3.4,6,4.7,5.5,20121,1411167,"Programação I","111110119","A",2
0.5,3,2,-1,1.8,20122,1109053,"Cálculo Diferencial e Integral II","111110119","R",2
2.35,1.7,3.75,-1,3,20112,1411180,"Lab. de Programação I","111110119","R",1
2.35,1.7,3.75,-1,3.2,20112,1411167,"Programação I","111110119","R",1
8.2,8.2,4.1,-1,7.4,20121,1411168,"Programação II","111110120","A",2
6.3,5.75,3.25,5.2,5,20121,1411181,"Lab. de Programação II","111110120","A",2
3.6,2.3,0,-1,2,20111,1109103,"Cálculo Diferencial e Integral I","111110120","R",1
10,9.5,1.5,-1,7,20121,1109103,"Cálculo Diferencial e Integral I","111110120","A",3
0,0,0,-1,0,20122,1109113,"Matemática Discreta","111110120","R",2
0.3,0.3,0.3,-1,0.3,20112,1411168,"Programação II","111110120","R",1
0.1,0.1,0.05,-1,0.1,20112,1411181,"Lab. de Programação II","111110120","R",1
3.8,3.3,0,-1,2.4,20112,1109103,"Cálculo Diferencial e Integral I","111110120","R",2
3.4,5,0,-1,2.8,20112,1109113,"Matemática Discreta","111110120","R",1
1.5,0.1,0,-1,0.5,20121,1108089,"Fundamentos de Física Clássica","111110121","R",2
9,8.8,5.9,-1,7.9,20122,1108089,"Fundamentos de Física Clássica","111110121","A",3
5.5,3,3.5,3.5,3.8,20121,1114107,"Probabilidade e Estatística","111110121","R",1
3.5,3.5,5,3.5,3.8,20112,1108089,"Fundamentos de Física Clássica","111110121","R",1
8.75,6.75,5.25,-1,7,20122,1114107,"Probabilidade e Estatística","111110121","A",2
5.9,5.5,0.5,-1,2.4,20111,1411189,"Compiladores","111110122","R",1
7.5,6.4,0,8.7,6.2,20112,1411189,"Compiladores","111110122","A",2
7.4,7.3,5.5,-1,7,20121,1411168,"Programação II","111110124","A",2
6.05,4.35,5.35,5.6,5.8,20121,1411181,"Lab. de Programação II","111110124","A",2
2.3,6.4,7.8,4.5,5.1,20121,1109113,"Matemática Discreta","111110124","A",2
4.6,4.6,4.6,4,4.4,20112,1411168,"Programação II","111110124","R",1
3.4,5.55,5.6,4.3,4.5,20112,1411181,"Lab. de Programação II","111110124","R",1
2.3,1.4,3.5,-1,2.4,20112,1109113,"Matemática Discreta","111110124","R",1
10,7,8.5,-1,8.5,20121,1411170,"Teoria dos Grafos","111110127","A",2
3.5,3.5,3.5,-1,3.5,20112,1411170,"Teoria dos Grafos","111110127","R",1
4.5,4.5,4.5,4.5,4.5,20121,1108089,"Fundamentos de Física Clássica","111110135","R",1
7,2.5,3.5,4.8,4.5,20121,1109049,"Álgebra Linear","111110135","R",1
5,5.5,2,4,4.1,20121,1114107,"Probabilidade e Estatística","111110135","R",1
1.5,3.5,0.5,-1,1.8,20111,1109035,"Álgebra Vetorial e Geometria Analítica","111110135","R",1
8,6.8,8.6,-1,7.8,20122,1108089,"Fundamentos de Física Clássica","111110135","A",2
6.6,7.2,10,-1,7.9,20122,1109049,"Álgebra Linear","111110135","A",2
7.5,6.5,6.5,-1,7,20122,1114107,"Probabilidade e Estatística","111110135","A",2
8.9,10,7,-1,8.6,20112,1109035,"Álgebra Vetorial e Geometria Analítica","111110135","A",2
0.5,2,6.5,-1,3,20111,1114114,"Métodos Estatísticos","111110893","R",1
10,7.7,7.5,-1,8.4,20112,1114114,"Métodos Estatísticos","111110893","A",2
6,5.8,7,6.5,6.4,20121,1109053,"Cálculo Diferencial e Integral II","111110895","A",2
5,3.5,1.5,-1,3.3,20112,1109053,"Cálculo Diferencial e Integral II","111110895","R",1
6,4,2.5,5,4.5,20121,1114107,"Probabilidade e Estatística","111110898","R",1
7.75,6.5,7.5,-1,7.6,20122,1114107,"Probabilidade e Estatística","111110898","A",2
2,4.8,2,-1,2.9,20121,1109053,"Cálculo Diferencial e Integral II","111110900","R",1
0.5,0.2,0,-1,0.2,20121,1108089,"Fundamentos de Física Clássica","111110900","R",1
5.3,7,2.5,5.2,5,20121,1109049,"Álgebra Linear","111110900","A",2
6,3.75,3.05,4.6,4.3,20121,1411181,"Lab. de Programação II","111110900","R",2
5.75,8.95,8.25,-1,7.1,20122,1411181,"Lab. de Programação II","111110900","A",3
4.7,3.2,0.5,-1,2.8,20111,1109103,"Cálculo Diferencial e Integral I","111110900","R",1
7.2,6.7,9.4,-1,7.8,20121,1109113,"Matemática Discreta","111110900","A",2
1,5,3,-1,3,20122,1109053,"Cálculo Diferencial e Integral II","111110900","R",2
9,8,5.9,-1,7.6,20122,1108089,"Fundamentos de Física Clássica","111110900","A",2
3.2,3.5,2,-1,2.9,20112,1109049,"Álgebra Linear","111110900","R",1
2.8,2.8,1.4,-1,2.8,20112,1411181,"Lab. de Programação II","111110900","R",1
9.1,2,3.5,7.4,5.9,20112,1109103,"Cálculo Diferencial e Integral I","111110900","A",2
6.3,6.2,4.7,2.7,4.5,20112,1109113,"Matemática Discreta","111110900","R",1
2.2,4.7,0,-1,2.6,20111,1411180,"Lab. de Programação I","111110901","R",1
2.2,4.7,0,-1,2.9,20111,1411167,"Programação I","111110901","R",1
0.5,1.1,0,-1,0.5,20111,1109103,"Cálculo Diferencial e Integral I","111110901","R",1
4,3,5,5,4.4,20121,1109103,"Cálculo Diferencial e Integral I","111110901","R",3
0.5,0.5,0,-1,0.3,20111,1109035,"Álgebra Vetorial e Geometria Analítica","111110901","R",1
6.8,4.9,3.8,8.3,6.7,20112,1411180,"Lab. de Programação I","111110901","A",2
6.8,4.9,3.8,8.3,6.7,20112,1411167,"Programação I","111110901","A",2
4,0,1.5,-1,1.8,20112,1109103,"Cálculo Diferencial e Integral I","111110901","R",2
4.3,5,5.5,5.5,5.1,20112,1109035,"Álgebra Vetorial e Geometria Analítica","111110901","A",2
0,0,0,-1,0,20111,1411186,"Projeto em Computação II","111110902","R",1
2.8,2.8,2.8,-1,2.8,20111,1411188,"Métodos e Software NumÃ©ricos","111110902","R",1
1.5,0,3.4,-1,1.6,20112,1411186,"Projeto em Computação II","111110902","R",2
3,6,8,7.5,6.3,20112,1411188,"Métodos e Software NumÃ©ricos","111110902","A",2
4.5,6.8,0,-1,2.6,20111,1411180,"Lab. de Programação I","111110904","R",1
4.5,6.8,0,-1,2.8,20111,1411167,"Programação I","111110904","R",1
2,1.2,0.2,-1,1.1,20111,1109103,"Cálculo Diferencial e Integral I","111110904","R",1
6,5.1,0.9,-1,2.4,20111,1109035,"Álgebra Vetorial e Geometria Analítica","111110904","R",1
8.15,7.15,6.1,-1,7.1,20112,1411180,"Lab. de Programação I","111110904","A",2
8.15,7.15,6.1,-1,7.1,20112,1411167,"Programação I","111110904","A",2
1,3.8,3.5,-1,2.8,20112,1109103,"Cálculo Diferencial e Integral I","111110904","R",2
5.9,4,0,-1,3.3,20112,1109035,"Álgebra Vetorial e Geometria Analítica","111110904","R",2
1,1,2,-1,1.3,20121,1109053,"Cálculo Diferencial e Integral II","111110905","R",1
1,3.2,3.2,-1,2.5,20121,1108089,"Fundamentos de Física Clássica","111110905","R",1
4.5,8.5,6.6,6.8,6.6,20121,1411170,"Teoria dos Grafos","111110905","A",2
6.3,6.2,4.4,4.4,5.3,20121,1411168,"Programação II","111110905","A",2
5.15,3.6,5.35,6.1,5.3,20121,1411181,"Lab. de Programação II","111110905","A",2
1,3,0.5,-1,1.5,20111,1109103,"Cálculo Diferencial e Integral I","111110905","R",1
2.5,4.5,0.7,-1,2.6,20111,1109035,"Álgebra Vetorial e Geometria Analítica","111110905","R",1
4.4,5,6.5,1.5,3.8,20121,1109113,"Matemática Discreta","111110905","R",2
8.1,6.1,6.1,7.4,7,20122,1109113,"Matemática Discreta","111110905","A",3
1,0.5,6,-1,2.5,20122,1109053,"Cálculo Diferencial e Integral II","111110905","R",2
6.5,6.5,3.9,7.9,6.5,20122,1108089,"Fundamentos de Física Clássica","111110905","A",2
4.1,7,3.8,1,3.8,20112,1411170,"Teoria dos Grafos","111110905","R",1
3.6,3.6,3.6,-1,3.6,20112,1411168,"Programação II","111110905","R",1
1.5,4.45,5.1,-1,3.6,20112,1411181,"Lab. de Programação II","111110905","R",1
6.2,4.2,2,6.3,5,20112,1109103,"Cálculo Diferencial e Integral I","111110905","A",2
5,5.5,6.5,6.5,6,20112,1109035,"Álgebra Vetorial e Geometria Analítica","111110905","A",2
4.5,3.1,3.9,-1,3.8,20112,1109113,"Matemática Discreta","111110905","R",1
0,2,0,-1,0.7,20111,1108089,"Fundamentos de Física Clássica","111110907","R",1
5.3,8,4,6.3,6,20121,1109049,"Álgebra Linear","111110907","A",2
6.05,6,5.65,5.9,5.9,20121,1411181,"Lab. de Programação II","111110907","A",2
6,4.7,8.8,5.5,6.1,20121,1109113,"Matemática Discreta","111110907","A",2
2.5,7,5,6.5,5.5,20112,1108089,"Fundamentos de Física Clássica","111110907","A",2
2.5,0,2.5,-1,1.7,20112,1109049,"Álgebra Linear","111110907","R",1
3.8,3.8,1.9,-1,3.8,20112,1411181,"Lab. de Programação II","111110907","R",1
1,4.4,6,-1,3.8,20112,1109113,"Matemática Discreta","111110907","R",1
3,3.5,0.5,-1,2.3,20111,1109103,"Cálculo Diferencial e Integral I","111110908","R",1
9.1,6.5,5.5,-1,7,20112,1109103,"Cálculo Diferencial e Integral I","111110908","A",2
5.5,5.5,4,5,5,20121,1109053,"Cálculo Diferencial e Integral II","111110911","A",2
1.8,4,3.5,-1,3.1,20121,1109049,"Álgebra Linear","111110911","R",1
6,1.5,2.5,-1,3.3,20112,1109053,"Cálculo Diferencial e Integral II","111110911","R",1
3.5,4.4,4.2,7.4,5.4,20122,1109049,"Álgebra Linear","111110911","A",2
2.3,5.7,0,-1,3,20111,1411180,"Lab. de Programação I","111110915","R",1
2.3,5.7,0,-1,3.4,20111,1411167,"Programação I","111110915","R",1
0.7,0,0,-1,0.2,20111,1109103,"Cálculo Diferencial e Integral I","111110915","R",1
2,2.2,2.2,-1,2.1,20111,1109035,"Álgebra Vetorial e Geometria Analítica","111110915","R",1
7.75,6.8,6.15,-1,7.7,20112,1411180,"Lab. de Programação I","111110915","A",2
7.75,6.8,6.15,-1,7.6,20112,1411167,"Programação I","111110915","A",2
0,0,0,-1,0,20112,1109103,"Cálculo Diferencial e Integral I","111110915","R",2
2.1,1,0,-1,1,20112,1109035,"Álgebra Vetorial e Geometria Analítica","111110915","R",2
1.5,1.5,3.5,-1,2.2,20111,1114114,"Métodos Estatísticos","111110916","R",1
1.8,0.3,1,-1,1,20111,1411189,"Compiladores","111110916","R",1
3.5,4.3,9,5,5.4,20112,1114114,"Métodos Estatísticos","111110916","A",2
2.8,1.3,0,-1,1.4,20112,1411189,"Compiladores","111110916","R",2
0,0,0,-1,0,20121,1108089,"Fundamentos de Física Clássica","111110919","R",1
0.2,2.3,0,-1,0.8,20111,1109103,"Cálculo Diferencial e Integral I","111110919","R",1
7.5,2.5,4,2.1,3.7,20122,1108089,"Fundamentos de Física Clássica","111110919","R",2
4.3,4.8,5.3,7,5.7,20112,1109103,"Cálculo Diferencial e Integral I","111110919","A",2
2,0,0,-1,0.7,20121,1109053,"Cálculo Diferencial e Integral II","111110922","R",1
0,0,0,-1,0,20121,1108089,"Fundamentos de Física Clássica","111110922","R",1
3.5,3,2,-1,2.8,20121,1109049,"Álgebra Linear","111110922","R",1
0.5,2.5,1,-1,1.3,20111,1109103,"Cálculo Diferencial e Integral I","111110922","R",1
2.6,3,4,-1,3.2,20111,1109035,"Álgebra Vetorial e Geometria Analítica","111110922","R",1
0.5,0.5,4.5,-1,1.8,20122,1109053,"Cálculo Diferencial e Integral II","111110922","R",2
6.5,10,4.4,-1,7,20122,1108089,"Fundamentos de Física Clássica","111110922","A",2
4.8,1,4,-1,3.3,20122,1109049,"Álgebra Linear","111110922","R",2
3.2,0.5,0.5,-1,1.4,20112,1109103,"Cálculo Diferencial e Integral I","111110922","R",2
7.2,5.5,5.5,5.4,5.8,20112,1109035,"Álgebra Vetorial e Geometria Analítica","111110922","A",2
2.5,1,1,-1,1.5,20121,1109053,"Cálculo Diferencial e Integral II","111110926","R",1
2.1,5.2,4.7,5,4.4,20111,1109103,"Cálculo Diferencial e Integral I","111110926","R",1
2.5,3,0,-1,1.8,20111,1109035,"Álgebra Vetorial e Geometria Analítica","111110926","R",1
7.1,8.8,8,-1,8,20122,1109035,"Álgebra Vetorial e Geometria Analítica","111110926","A",3
0.5,0,0,-1,0.2,20122,1109053,"Cálculo Diferencial e Integral II","111110926","R",2
7.8,7.6,1.5,5.7,5.6,20112,1109103,"Cálculo Diferencial e Integral I","111110926","A",2
3.7,2,0,-1,1.9,20112,1109035,"Álgebra Vetorial e Geometria Analítica","111110926","R",2
2.3,7.3,4.5,3.8,4.3,20121,1109049,"Álgebra Linear","111110928","R",1
3.4,3.5,7,5.7,5,20122,1109049,"Álgebra Linear","111110928","A",2
7.5,2,2.5,2.5,3.4,20121,1109049,"Álgebra Linear","111110929","R",1
2.5,0,0,-1,0.8,20121,1114107,"Probabilidade e Estatística","111110929","R",1
4.3,4.5,8,5.9,5.7,20122,1109049,"Álgebra Linear","111110929","A",2
4,4.75,5.25,2,3.6,20122,1114107,"Probabilidade e Estatística","111110929","R",2
6.7,4,1.3,3.5,3.8,20121,1109053,"Cálculo Diferencial e Integral II","111110931","R",1
0,5,2.5,-1,2.5,20121,1108089,"Fundamentos de Física Clássica","111110931","R",1
8.5,8.5,5.1,-1,7.8,20121,1411168,"Programação II","111110931","A",2
8.5,4.3,4,5,5.4,20121,1109049,"Álgebra Linear","111110931","A",2
5.6,3.6,7.9,6.1,5.9,20121,1411181,"Lab. de Programação II","111110931","A",2
5.3,5.7,2.8,3.8,4.3,20111,1109103,"Cálculo Diferencial e Integral I","111110931","R",1
4.2,6.8,1,6.5,5,20122,1109053,"Cálculo Diferencial e Integral II","111110931","A",2
6.5,6.5,3.9,8,6.6,20122,1108089,"Fundamentos de Física Clássica","111110931","A",2
4.7,4.7,4.7,4.6,4.7,20112,1411168,"Programação II","111110931","R",1
4,5.5,4,2.8,3.8,20112,1109049,"Álgebra Linear","111110931","R",1
4.4,4.4,2.2,2.7,3.7,20112,1411181,"Lab. de Programação II","111110931","R",1
9.1,7.3,6.5,-1,7.6,20112,1109103,"Cálculo Diferencial e Integral I","111110931","A",2
1.2,2.5,1.5,-1,1.7,20111,1411180,"Lab. de Programação I","111110933","R",1
1.2,2.5,1.5,-1,1.8,20111,1411167,"Programação I","111110933","R",1
0.5,1,0,-1,0.5,20111,1109103,"Cálculo Diferencial e Integral I","111110933","R",1
2.2,2.2,2.2,-1,2.2,20111,1411174,"Introdução à Computação","111110933","R",1
2.5,4.3,3.5,-1,3.4,20111,1109035,"Álgebra Vetorial e Geometria Analítica","111110933","R",1
7.2,8.35,6.85,7,6.6,20112,1411180,"Lab. de Programação I","111110933","A",2
7.2,8.35,6.85,7,6.6,20112,1411167,"Programação I","111110933","A",2
4,2.5,5.5,6.5,5,20112,1109103,"Cálculo Diferencial e Integral I","111110933","A",2
7.4,4.9,7.6,4.6,5.8,20112,1411174,"Introdução à Computação","111110933","A",2
3,9.7,6.5,3.3,5.2,20112,1109035,"Álgebra Vetorial e Geometria Analítica","111110933","A",2
0.9,3.6,1.5,-1,2,20111,1411180,"Lab. de Programação I","111110935","R",1
0.9,3.6,1.5,-1,2.2,20111,1411167,"Programação I","111110935","R",1
0.5,0,0,-1,0.2,20111,1109035,"Álgebra Vetorial e Geometria Analítica","111110935","R",1
1.5,2.5,2,-1,2,20121,1109035,"Álgebra Vetorial e Geometria Analítica","111110935","R",3
7.05,5.85,5.2,4.6,5.6,20112,1411180,"Lab. de Programação I","111110935","A",2
7.05,5.85,5.2,4.6,5.6,20112,1411167,"Programação I","111110935","A",2
0,1.5,0,-1,0.5,20112,1109035,"Álgebra Vetorial e Geometria Analítica","111110935","R",2
2.5,0,0,-1,0.8,20111,1109053,"Cálculo Diferencial e Integral II","111110938","R",1
7.2,6.1,3.5,5,5.4,20121,1108089,"Fundamentos de Física Clássica","111110938","A",2
6,5.5,2,3.5,4.1,20121,1114107,"Probabilidade e Estatística","111110938","R",1
3.5,3.5,5,6.5,5,20112,1109053,"Cálculo Diferencial e Integral II","111110938","A",2
3.5,1,5.5,-1,3.3,20112,1108089,"Fundamentos de Física Clássica","111110938","R",1
6.75,6.25,6,6,6.2,20122,1114107,"Probabilidade e Estatística","111110938","A",2
1,1.2,0.5,-1,0.9,20111,1109103,"Cálculo Diferencial e Integral I","111110940","R",1
1.5,2,2,-1,1.8,20111,1109035,"Álgebra Vetorial e Geometria Analítica","111110940","R",1
1.5,0,0,-1,0.5,20112,1109103,"Cálculo Diferencial e Integral I","111110940","R",2
4.4,2.5,0.5,-1,2.5,20112,1109035,"Álgebra Vetorial e Geometria Analítica","111110940","R",2
2,1,1.5,-1,1.5,20121,1109053,"Cálculo Diferencial e Integral II","111110941","R",1
0,3.5,0,-1,1.2,20121,1108089,"Fundamentos de Física Clássica","111110941","R",1
3,0.9,0,-1,1.3,20111,1109103,"Cálculo Diferencial e Integral I","111110941","R",1
8.5,2.5,1.5,2.5,3.5,20111,1109035,"Álgebra Vetorial e Geometria Analítica","111110941","R",1
1.9,3,0,-1,1.6,20122,1109053,"Cálculo Diferencial e Integral II","111110941","R",2
6.5,6.5,3.9,4.8,5.3,20122,1108089,"Fundamentos de Física Clássica","111110941","A",2
5.9,4.1,3.5,8.2,6,20112,1109103,"Cálculo Diferencial e Integral I","111110941","A",2
7.7,10,3.3,-1,7,20112,1109035,"Álgebra Vetorial e Geometria Analítica","111110941","A",2
0.9,2.6,8.3,-1,3,20111,1411180,"Lab. de Programação I","111150279","R",1
3.2,4.65,3.85,1.4,3.4,20121,1411180,"Lab. de Programação I","111150279","R",3
1.2,4.4,6.6,4.8,5,20122,1411180,"Lab. de Programação I","111150279","A",4
0.9,2.6,8.3,-1,3.1,20111,1411167,"Programação I","111150279","R",1
3.2,4.65,3.85,1.4,3.4,20121,1411167,"Programação I","111150279","R",3
1.2,4.4,6.6,4.8,5,20122,1411167,"Programação I","111150279","A",4
0.5,1.5,0,-1,0.7,20111,1109103,"Cálculo Diferencial e Integral I","111150279","R",1
3,6,4,3.7,4.1,20121,1109103,"Cálculo Diferencial e Integral I","111150279","R",3
5,1.7,0,-1,2.2,20122,1109103,"Cálculo Diferencial e Integral I","111150279","R",4
6.4,4.5,5.1,-1,3.2,20111,1411174,"Introdução à Computação","111150279","R",1
0.5,0.5,0,-1,0.3,20111,1109035,"Álgebra Vetorial e Geometria Analítica","111150279","R",1
4.55,4.35,3.35,-1,3.9,20112,1411180,"Lab. de Programação I","111150279","R",2
4.55,4.35,3.35,-1,3.8,20112,1411167,"Programação I","111150279","R",2
1,0.5,1.5,-1,1,20112,1109103,"Cálculo Diferencial e Integral I","111150279","R",2
7.45,7.2,6.45,-1,7,20112,1411174,"Introdução à Computação","111150279","A",2
9.5,6,5.5,-1,7,20112,1109035,"Álgebra Vetorial e Geometria Analítica","111150279","A",2
6.5,1.5,4,1,2.8,20121,1109053,"Cálculo Diferencial e Integral II","111150282","R",2
1,0,0,-1,0.3,20121,1108089,"Fundamentos de Física Clássica","111150282","R",2
6.15,2.5,0,-1,3,20121,1411181,"Lab. de Programação II","111150282","R",2
4,1.2,6.8,1,2.8,20112,1109053,"Cálculo Diferencial e Integral II","111150282","R",1
2.5,0,0,-1,0.8,20112,1108089,"Fundamentos de Física Clássica","111150282","R",1
5.8,5.9,4.4,1.8,3.8,20112,1411181,"Lab. de Programação II","111150282","R",1
1.5,3.7,0,-1,1.7,20121,1109053,"Cálculo Diferencial e Integral II","111150283","R",1
1.7,0,0,-1,0.6,20122,1109053,"Cálculo Diferencial e Integral II","111150283","R",2
2.3,6.3,0,-1,3.2,20111,1411180,"Lab. de Programação I","111150285","R",1
2.3,6.3,0,-1,3.6,20111,1411167,"Programação I","111150285","R",1
3,5,1,-1,3,20111,1109035,"Álgebra Vetorial e Geometria Analítica","111150285","R",1
8.1,7.8,5.9,-1,7.2,20112,1411180,"Lab. de Programação I","111150285","A",2
8.1,7.8,5.9,-1,7,20112,1411167,"Programação I","111150285","A",2
6.1,3.5,2.5,0.8,2.7,20112,1109035,"Álgebra Vetorial e Geometria Analítica","111150285","R",2
0,6,0,-1,2,20111,1109053,"Cálculo Diferencial e Integral II","111150292","R",1
6.2,5,3,3.5,4.2,20111,1108089,"Fundamentos de Física Clássica","111150292","R",1
7,2.8,1.5,-1,3.8,20111,1109049,"Álgebra Linear","111150292","R",1
2.75,1.35,0.7,-1,2,20121,1411179,"Lab. de Estruturas de Dados e Algoritmos","111150292","R",2
5.9,5.1,3,2.2,3.7,20111,1411176,"Gerência da Informação","111150292","R",1
4.7,4.4,5.9,3.3,4.3,20111,1109113,"Matemática Discreta","111150292","R",1
1.25,1.25,1.35,-1,1.3,20121,1411172,"Estruturas de Dados e Algoritmos","111150292","R",2
4,7.5,1,6.3,5,20112,1109053,"Cálculo Diferencial e Integral II","111150292","A",2
6,5,6.5,4.5,5.3,20112,1108089,"Fundamentos de Física Clássica","111150292","A",2
4,0,0,-1,1.3,20112,1109049,"Álgebra Linear","111150292","R",2
4.5,6.65,5.5,2.5,3.9,20112,1411179,"Lab. de Estruturas de Dados e Algoritmos","111150292","R",1
7.3,4.5,5.9,7.7,6.6,20112,1411176,"Gerência da Informação","111150292","A",2
7.9,7.5,6.3,-1,7.2,20112,1109113,"Matemática Discreta","111150292","A",2
1.5,2.5,2.9,-1,2.5,20112,1411172,"Estruturas de Dados e Algoritmos","111150292","R",1
0.5,3.8,7,-1,3,20111,1411180,"Lab. de Programação I","111150427","R",1
0.5,3.8,7,-1,3.3,20111,1411167,"Programação I","111150427","R",1
2,3,4.5,-1,3.2,20111,1109035,"Álgebra Vetorial e Geometria Analítica","111150427","R",1
3.6,4,0.45,-1,2.5,20112,1411180,"Lab. de Programação I","111150427","R",2
3.6,4,0.45,-1,2.6,20112,1411167,"Programação I","111150427","R",2
7,4,10,-1,7,20112,1109035,"Álgebra Vetorial e Geometria Analítica","111150427","A",2
