nota1,nota2,nota3,final,media,periodo,coddisciplina,disciplina,matricula,situacao,departamento
5.5,5.5,4,5,5,20121,1109053,Cálculo Diferencial e Integral II,111585,A,dme
4,4,3.2,-1,3.7,20121,1109053,Cálculo Diferencial e Integral II,102595,R,dme
3.5,2,7.8,3.6,4.1,20121,1109053,Cálculo Diferencial e Integral II,102723,R,dme
1,1,2,-1,1.3,20121,1109053,Cálculo Diferencial e Integral II,111213,R,dme
3.5,3.8,1.5,-1,2.9,20121,1109053,Cálculo Diferencial e Integral II,112497,R,dme
2.5,1,1,-1,1.5,20121,1109053,Cálculo Diferencial e Integral II,111258,R,dme
2,4.8,2,-1,2.9,20121,1109053,Cálculo Diferencial e Integral II,111382,R,dme
2,1,1.5,-1,1.5,20121,1109053,Cálculo Diferencial e Integral II,111477,R,dme
8,4.8,5.3,3.8,5.1,20121,1109053,Cálculo Diferencial e Integral II,102422,A,dme
3.5,3.5,6,3.5,4,20121,1109053,Cálculo Diferencial e Integral II,10242,R,dme
5,0,1,-1,2,20121,1109053,Cálculo Diferencial e Integral II,112388,R,dme
0,3.7,5.3,-1,3,20121,1109053,Cálculo Diferencial e Integral II,10135,R,dme
1,3,0,-1,1.3,20121,1109053,Cálculo Diferencial e Integral II,111147,R,dme
5,5.2,7,8.2,6.7,20121,1109053,Cálculo Diferencial e Integral II,112760,A,dme
0,1,0,-1,0.3,20121,1109053,Cálculo Diferencial e Integral II,102124,R,dme
8,4.6,4,4.3,5,20121,1109053,Cálculo Diferencial e Integral II,112122,A,dme
0,1,0,-1,0.3,20121,1109053,Cálculo Diferencial e Integral II,111413,R,dme
1,1.5,0,-1,0.8,20121,1109053,Cálculo Diferencial e Integral II,121454,R,dme
5.5,1.5,3,-1,3.3,20121,1109053,Cálculo Diferencial e Integral II,111255,R,dme
5.5,4.5,4.5,3.3,4.2,20121,1109053,Cálculo Diferencial e Integral II,101448,R,dme
4.5,2,1,-1,2.5,20121,1109053,Cálculo Diferencial e Integral II,121475,R,dme
0,1,0,-1,0.3,20121,1109053,Cálculo Diferencial e Integral II,10250,R,dme
3,3.3,3.5,-1,3.3,20121,1109053,Cálculo Diferencial e Integral II,112529,R,dme
0,2.8,5,-1,2.6,20121,1109053,Cálculo Diferencial e Integral II,102577,R,dme
6,5.8,7,6.5,6.4,20121,1109053,Cálculo Diferencial e Integral II,111433,A,dme
3,1.7,0,-1,1.6,20121,1109053,Cálculo Diferencial e Integral II,112346,R,dme
4.5,3.2,4.3,6.5,5,20121,1109053,Cálculo Diferencial e Integral II,112604,A,dme
0,0.5,0,-1,0.2,20121,1109053,Cálculo Diferencial e Integral II,112564,R,dme
0,1.8,0,-1,0.6,20121,1109053,Cálculo Diferencial e Integral II,112721,R,dme
5.8,7,8.1,-1,7,20121,1109053,Cálculo Diferencial e Integral II,102775,A,dme
3.5,1.1,8,3.8,4,20121,1109053,Cálculo Diferencial e Integral II,102403,R,dme
2,3.5,3.5,-1,3,20121,1109053,Cálculo Diferencial e Integral II,102609,R,dme
4.5,3,4.5,4,4,20121,1109053,Cálculo Diferencial e Integral II,102392,R,dme
6.7,4,1.3,3.5,3.8,20121,1109053,Cálculo Diferencial e Integral II,111653,R,dme
4,1,4,-1,3,20121,1109053,Cálculo Diferencial e Integral II,102476,R,dme
4.5,2.5,2,-1,3,20121,1109053,Cálculo Diferencial e Integral II,102308,R,dme
1,1,1,-1,1,20121,1109053,Cálculo Diferencial e Integral II,112697,R,dme
3.3,5,1.8,-1,3.4,20121,1109053,Cálculo Diferencial e Integral II,101753,R,dme
2.5,0,0,-1,0.8,20121,1109053,Cálculo Diferencial e Integral II,102666,R,dme
1.5,0,2.5,-1,1.3,20121,1109053,Cálculo Diferencial e Integral II,111123,R,dme
2,2,3.5,-1,2.5,20121,1109053,Cálculo Diferencial e Integral II,111729,R,dme
8.3,8.3,3.5,5.3,6.1,20121,1109053,Cálculo Diferencial e Integral II,11191,A,dme
4,3.1,1,-1,2.7,20121,1109053,Cálculo Diferencial e Integral II,112679,R,dme
5.5,4.5,2,4,4,20121,1109053,Cálculo Diferencial e Integral II,111359,R,dme
7.5,6.5,7,-1,7,20121,1109053,Cálculo Diferencial e Integral II,11210,A,dme
4.5,5.7,3,4.3,4.4,20121,1109053,Cálculo Diferencial e Integral II,112515,R,dme
4,5.5,2.5,4.8,4.3,20121,1109053,Cálculo Diferencial e Integral II,102654,R,dme
4.8,4.5,6.5,4.6,5,20121,1109053,Cálculo Diferencial e Integral II,092584,A,dme
3.3,2.6,4,-1,3.3,20121,1109053,Cálculo Diferencial e Integral II,102151,R,dme
0,1.5,1.5,-1,1,20121,1109053,Cálculo Diferencial e Integral II,121115,R,dme
0,1,1,-1,0.7,20121,1109053,Cálculo Diferencial e Integral II,112130,R,dme
6.5,1.5,4,1,2.8,20121,1109053,Cálculo Diferencial e Integral II,111379,R,dme
1.5,3.7,0,-1,1.7,20121,1109053,Cálculo Diferencial e Integral II,111384,R,dme
0.5,1,0,-1,0.5,20121,1109053,Cálculo Diferencial e Integral II,102208,R,dme
4.5,3.8,4.5,2,3.4,20121,1109053,Cálculo Diferencial e Integral II,102531,R,dme
0,1.5,0,-1,0.5,20121,1109053,Cálculo Diferencial e Integral II,121296,R,dme
5.5,7,8,6.3,6.6,20121,1109053,Cálculo Diferencial e Integral II,112645,A,dme
2.5,1.5,1,-1,1.7,20121,1109053,Cálculo Diferencial e Integral II,11240,R,dme
2.9,6.5,8.2,5.1,5.6,20122,1109053,Cálculo Diferencial e Integral II,102320,A,dme
6,6.6,4.6,3.9,5,20122,1109053,Cálculo Diferencial e Integral II,102595,A,dme
6,7,4,4,5,20122,1109053,Cálculo Diferencial e Integral II,102723,A,dme
5,8.5,5,5,5.7,20122,1109053,Cálculo Diferencial e Integral II,10242,A,dme
0.8,4,1.7,-1,2.2,20122,1109053,Cálculo Diferencial e Integral II,112175,R,dme
2.9,4.5,0.2,-1,2.5,20122,1109053,Cálculo Diferencial e Integral II,121362,R,dme
1,7,7,8.5,6.4,20122,1109053,Cálculo Diferencial e Integral II,112529,A,dme
4.3,3.5,5.3,5.8,5,20122,1109053,Cálculo Diferencial e Integral II,122221,A,dme
0,1.5,0,-1,0.5,20122,1109053,Cálculo Diferencial e Integral II,122112,R,dme
0,5.5,4,-1,3.2,20122,1109053,Cálculo Diferencial e Integral II,112486,R,dme
2.4,0.8,2,-1,1.7,20122,1109053,Cálculo Diferencial e Integral II,121764,R,dme
3.5,6,4,6.5,5.3,20122,1109053,Cálculo Diferencial e Integral II,102308,A,dme
2.5,8,5,5,5.1,20122,1109053,Cálculo Diferencial e Integral II,101753,A,dme
1.1,0,2,-1,1,20122,1109053,Cálculo Diferencial e Integral II,121600,R,dme
1.6,8.5,8.8,5.5,6,20122,1109053,Cálculo Diferencial e Integral II,121423,A,dme
1.5,5,6.5,7,5.4,20122,1109053,Cálculo Diferencial e Integral II,121172,A,dme
0,2,2,-1,1.3,20122,1109053,Cálculo Diferencial e Integral II,12169,R,dme
1,0.5,6,-1,2.5,20122,1109053,Cálculo Diferencial e Integral II,111213,R,dme
2.8,6.8,0.5,-1,3.4,20122,1109053,Cálculo Diferencial e Integral II,112381,R,dme
4.5,5,8.5,6.5,6.2,20122,1109053,Cálculo Diferencial e Integral II,121612,A,dme
0.9,7.5,6.5,7.5,6,20122,1109053,Cálculo Diferencial e Integral II,121133,A,dme
1,5,3,-1,3,20122,1109053,Cálculo Diferencial e Integral II,111382,R,dme
6.5,8.5,8.5,-1,7.8,20122,1109053,Cálculo Diferencial e Integral II,121264,A,dme
5,7.3,6.5,6.8,6.5,20122,1109053,Cálculo Diferencial e Integral II,12227,A,dme
1.4,5,7.5,5.5,5,20122,1109053,Cálculo Diferencial e Integral II,121706,A,dme
1.5,3,0.5,-1,1.7,20122,1109053,Cálculo Diferencial e Integral II,121475,R,dme
2,1.2,2.6,-1,1.9,20122,1109053,Cálculo Diferencial e Integral II,121440,R,dme
0,0,0,-1,0,20122,1109053,Cálculo Diferencial e Integral II,112573,R,dme
7,4.8,8,6,6.4,20122,1109053,Cálculo Diferencial e Integral II,121685,A,dme
2,6.3,0.7,-1,3,20122,1109053,Cálculo Diferencial e Integral II,121365,R,dme
5.5,9,4,6,6.1,20122,1109053,Cálculo Diferencial e Integral II,102403,A,dme
1.5,4,6.5,4.5,4.2,20122,1109053,Cálculo Diferencial e Integral II,102609,R,dme
7.5,4,3.5,5,5,20122,1109053,Cálculo Diferencial e Integral II,11155,A,dme
4.3,4,1.8,-1,3.4,20122,1109053,Cálculo Diferencial e Integral II,121139,R,dme
2.2,3,1,-1,2.1,20122,1109053,Cálculo Diferencial e Integral II,121132,R,dme
0,0,0,-1,0,20122,1109053,Cálculo Diferencial e Integral II,112303,R,dme
2,1.5,3.5,-1,2.3,20122,1109053,Cálculo Diferencial e Integral II,111532,R,dme
0,1.2,1.5,-1,0.9,20122,1109053,Cálculo Diferencial e Integral II,112500,R,dme
0,1,0,-1,0.3,20122,1109053,Cálculo Diferencial e Integral II,12228,R,dme
7,7.5,8,-1,7.5,20122,1109053,Cálculo Diferencial e Integral II,102151,A,dme
3.2,5.5,1.3,-1,3.3,20122,1109053,Cálculo Diferencial e Integral II,112697,R,dme
3.5,9,4.5,6,5.8,20122,1109053,Cálculo Diferencial e Integral II,112679,A,dme
1.2,0,2.5,-1,1.2,20122,1109053,Cálculo Diferencial e Integral II,121550,R,dme
6.2,4.5,4.5,9,6.7,20122,1109053,Cálculo Diferencial e Integral II,121708,A,dme
5,8.5,4,4,5.1,20122,1109053,Cálculo Diferencial e Integral II,102483,A,dme
0.5,0.5,4.5,-1,1.8,20122,1109053,Cálculo Diferencial e Integral II,111186,R,dme
5,9,8,-1,7.3,20122,1109053,Cálculo Diferencial e Integral II,102795,A,dme
4,3.6,0,-1,2.5,20122,1109053,Cálculo Diferencial e Integral II,121739,R,dme
0.5,0,0,-1,0.2,20122,1109053,Cálculo Diferencial e Integral II,111258,R,dme
7,6,8.5,-1,7.2,20122,1109053,Cálculo Diferencial e Integral II,121711,A,dme
6.1,6.9,7.5,4.8,6,20122,1109053,Cálculo Diferencial e Integral II,121299,A,dme
4,3.5,5.5,6,5,20122,1109053,Cálculo Diferencial e Integral II,111255,A,dme
4.5,3,1,-1,2.8,20122,1109053,Cálculo Diferencial e Integral II,101448,R,dme
0,4.5,2.3,-1,2.3,20122,1109053,Cálculo Diferencial e Integral II,11285,R,dme
1.6,4.8,2,-1,2.8,20122,1109053,Cálculo Diferencial e Integral II,112721,R,dme
0.6,5.5,3,-1,3,20122,1109053,Cálculo Diferencial e Integral II,112103,R,dme
2,2,1,-1,1.7,20122,1109053,Cálculo Diferencial e Integral II,112171,R,dme
0,3.8,0,-1,1.3,20122,1109053,Cálculo Diferencial e Integral II,112564,R,dme
4.2,6.8,1,6.5,5,20122,1109053,Cálculo Diferencial e Integral II,111653,A,dme
2.5,7.5,7,9,7,20122,1109053,Cálculo Diferencial e Integral II,102476,A,dme
1,1.3,3.1,-1,1.8,20122,1109053,Cálculo Diferencial e Integral II,102409,R,dme
2.5,4.8,1.9,-1,3.1,20122,1109053,Cálculo Diferencial e Integral II,12164,R,dme
9,6,7,-1,7.3,20122,1109053,Cálculo Diferencial e Integral II,102654,A,dme
0,0,0,-1,0,20122,1109053,Cálculo Diferencial e Integral II,112130,R,dme
1.5,3,5.3,-1,3.3,20122,1109053,Cálculo Diferencial e Integral II,112388,R,dme
0.5,1,0.5,-1,0.7,20122,1109053,Cálculo Diferencial e Integral II,102208,R,dme
0.8,0,0,-1,0.3,20122,1109053,Cálculo Diferencial e Integral II,121296,R,dme
2.2,4,2,-1,2.7,20122,1109053,Cálculo Diferencial e Integral II,121385,R,dme
1,3.5,3,-1,2.5,20122,1109053,Cálculo Diferencial e Integral II,121444,R,dme
0,2,0,-1,0.7,20122,1109053,Cálculo Diferencial e Integral II,121153,R,dme
1,1,0.5,-1,0.8,20122,1109053,Cálculo Diferencial e Integral II,112785,R,dme
6.2,7,9,-1,7.4,20122,1109053,Cálculo Diferencial e Integral II,112497,A,dme
1.9,3,0,-1,1.6,20122,1109053,Cálculo Diferencial e Integral II,111477,R,dme
3,6.5,6.5,4.5,5,20122,1109053,Cálculo Diferencial e Integral II,111312,A,dme
0.6,0,0,-1,0.2,20122,1109053,Cálculo Diferencial e Integral II,111147,R,dme
4.2,5,7,4.5,5,20122,1109053,Cálculo Diferencial e Integral II,111359,A,dme
1.4,0,0,-1,0.5,20122,1109053,Cálculo Diferencial e Integral II,111413,R,dme
0,1,0,-1,0.3,20122,1109053,Cálculo Diferencial e Integral II,121454,R,dme
0,0,0,-1,0,20122,1109053,Cálculo Diferencial e Integral II,111630,R,dme
6.5,10,7.9,-1,8.1,20122,1109053,Cálculo Diferencial e Integral II,121371,A,dme
2.7,5,7.4,5,5,20122,1109053,Cálculo Diferencial e Integral II,10250,A,dme
3,2,0.5,-1,1.8,20122,1109053,Cálculo Diferencial e Integral II,102577,R,dme
6.7,8.2,7,-1,7.3,20122,1109053,Cálculo Diferencial e Integral II,121253,A,dme
0,1,2.3,-1,1.1,20122,1109053,Cálculo Diferencial e Integral II,112389,R,dme
3,6.5,7,4.5,5.1,20122,1109053,Cálculo Diferencial e Integral II,121631,A,dme
0,4,5,-1,3,20122,1109053,Cálculo Diferencial e Integral II,101519,R,dme
4.5,6,3,6,5.1,20122,1109053,Cálculo Diferencial e Integral II,102392,A,dme
3,2,0,-1,1.7,20122,1109053,Cálculo Diferencial e Integral II,102664,R,dme
2,2.5,1.5,-1,2,20122,1109053,Cálculo Diferencial e Integral II,111123,R,dme
0.5,3,2,-1,1.8,20122,1109053,Cálculo Diferencial e Integral II,111729,R,dme
3.4,9.5,8,-1,7,20122,1109053,Cálculo Diferencial e Integral II,121162,A,dme
0,1,3.3,-1,1.4,20122,1109053,Cálculo Diferencial e Integral II,121400,R,dme
0.7,1.5,0.5,-1,0.9,20122,1109053,Cálculo Diferencial e Integral II,12214,R,dme
1.7,0,0,-1,0.6,20122,1109053,Cálculo Diferencial e Integral II,111384,R,dme
2.2,8.8,10,-1,7,20122,1109053,Cálculo Diferencial e Integral II,121271,A,dme
2.2,4.5,2,-1,2.9,20122,1109053,Cálculo Diferencial e Integral II,121314,R,dme
1.3,10,5,5,5.2,20122,1109053,Cálculo Diferencial e Integral II,11240,A,dme
2.9,6.8,5,7.5,5.9,20122,1109053,Cálculo Diferencial e Integral II,112515,A,dme
3.5,6.5,3,6,5,20122,1109053,Cálculo Diferencial e Integral II,102792,A,dme
6,7,8,-1,7,20112,1109053,Cálculo Diferencial e Integral II,101360,A,dme
0.1,2.3,0,-1,0.8,20112,1109053,Cálculo Diferencial e Integral II,102326,R,dme
1,0,0,-1,0.3,20112,1109053,Cálculo Diferencial e Integral II,10243,R,dme
1.5,4.5,0,-1,2,20112,1109053,Cálculo Diferencial e Integral II,102595,R,dme
1,0,0,-1,0.3,20112,1109053,Cálculo Diferencial e Integral II,102723,R,dme
1.5,7.3,3.5,6.5,5.1,20112,1109053,Cálculo Diferencial e Integral II,10257,A,dme
5.5,1,8,10,6.9,20112,1109053,Cálculo Diferencial e Integral II,1012,A,dme
3,6.5,8.5,8.5,7,20112,1109053,Cálculo Diferencial e Integral II,111463,A,dme
5.5,6,5,6.5,5.9,20112,1109053,Cálculo Diferencial e Integral II,102181,A,dme
4.5,4,3.5,3,3.6,20112,1109053,Cálculo Diferencial e Integral II,102276,R,dme
6,8.5,6.5,-1,7,20112,1109053,Cálculo Diferencial e Integral II,11134,A,dme
4.5,5,2.5,3.5,3.8,20112,1109053,Cálculo Diferencial e Integral II,101627,R,dme
4.5,5.3,7,5,5.4,20112,1109053,Cálculo Diferencial e Integral II,102157,A,dme
2.5,5,4.5,2.5,3.4,20112,1109053,Cálculo Diferencial e Integral II,10242,R,dme
4,5,3,6.5,5,20112,1109053,Cálculo Diferencial e Integral II,092436,A,dme
5,3.5,1.5,-1,3.3,20112,1109053,Cálculo Diferencial e Integral II,111433,R,dme
5.5,3,8,5.5,5.5,20112,1109053,Cálculo Diferencial e Integral II,111509,A,dme
6,9.5,9.5,-1,8.3,20112,1109053,Cálculo Diferencial e Integral II,111370,A,dme
4.5,8,3.5,8.5,6.6,20112,1109053,Cálculo Diferencial e Integral II,10190,A,dme
6,9.5,8.5,-1,8,20112,1109053,Cálculo Diferencial e Integral II,111553,A,dme
3.5,7.5,6,4.5,5.2,20112,1109053,Cálculo Diferencial e Integral II,111606,A,dme
5,3.5,6.5,2.5,4,20112,1109053,Cálculo Diferencial e Integral II,101753,R,dme
3.5,4.5,4.5,6.5,5.1,20112,1109053,Cálculo Diferencial e Integral II,111590,A,dme
4.5,9,10,-1,7.8,20112,1109053,Cálculo Diferencial e Integral II,111334,A,dme
0.5,3.5,3.5,-1,2.5,20112,1109053,Cálculo Diferencial e Integral II,11210,R,dme
9,5.5,2,8,6.5,20112,1109053,Cálculo Diferencial e Integral II,11137,A,dme
3,0,2,-1,1.7,20112,1109053,Cálculo Diferencial e Integral II,10271,R,dme
2.5,2.5,0.5,-1,1.8,20112,1109053,Cálculo Diferencial e Integral II,102422,R,dme
4,7.5,1,6.3,5,20112,1109053,Cálculo Diferencial e Integral II,111233,A,dme
4.5,2,2.5,-1,3,20112,1109053,Cálculo Diferencial e Integral II,102403,R,dme
1.5,0,0,-1,0.5,20112,1109053,Cálculo Diferencial e Integral II,102609,R,dme
0,0,0,-1,0,20112,1109053,Cálculo Diferencial e Integral II,102744,R,dme
6,1.5,5,6.5,5.1,20112,1109053,Cálculo Diferencial e Integral II,111735,A,dme
6,1.5,2.5,-1,3.3,20112,1109053,Cálculo Diferencial e Integral II,111585,R,dme
4.5,8.5,8,-1,7,20112,1109053,Cálculo Diferencial e Integral II,092177,A,dme
8,8.5,7.5,-1,8,20112,1109053,Cálculo Diferencial e Integral II,111562,A,dme
4,0,0,-1,1.3,20112,1109053,Cálculo Diferencial e Integral II,10115,R,dme
8,8,7,-1,7.7,20112,1109053,Cálculo Diferencial e Integral II,111324,A,dme
3.5,3.5,0,-1,2.3,20112,1109053,Cálculo Diferencial e Integral II,102726,R,dme
1.5,1.5,0,-1,1,20112,1109053,Cálculo Diferencial e Integral II,092584,R,dme
2,2,0,-1,1.3,20112,1109053,Cálculo Diferencial e Integral II,102151,R,dme
4,1.2,6.8,1,2.8,20112,1109053,Cálculo Diferencial e Integral II,111379,R,dme
1.5,1.5,2,-1,1.7,20112,1109053,Cálculo Diferencial e Integral II,102610,R,dme
4,3,7,4.5,4.6,20112,1109053,Cálculo Diferencial e Integral II,102620,R,dme
3.5,3,6,7,5.3,20112,1109053,Cálculo Diferencial e Integral II,111241,A,dme
5,3,6,3.5,4.2,20112,1109053,Cálculo Diferencial e Integral II,102268,R,dme
3,0.5,0,-1,1.2,20112,1109053,Cálculo Diferencial e Integral II,102795,R,dme
4.5,8,8.5,-1,7,20112,1109053,Cálculo Diferencial e Integral II,111787,A,dme
3,3.5,6.5,6,5,20112,1109053,Cálculo Diferencial e Integral II,101216,A,dme
3,4,0.5,-1,2.5,20112,1109053,Cálculo Diferencial e Integral II,101448,R,dme
8.5,7.5,10,-1,8.7,20112,1109053,Cálculo Diferencial e Integral II,111542,A,dme
3.5,4.5,5,6.5,5.2,20112,1109053,Cálculo Diferencial e Integral II,092670,A,dme
5,8.5,3.5,7.5,6.4,20112,1109053,Cálculo Diferencial e Integral II,102493,A,dme
2,2,8,7.5,5.4,20112,1109053,Cálculo Diferencial e Integral II,102429,A,dme
3.5,5.8,4,6,5,20112,1109053,Cálculo Diferencial e Integral II,10212,A,dme
3.5,3.5,5,6.5,5,20112,1109053,Cálculo Diferencial e Integral II,111458,A,dme
10,9.5,9.5,-1,9.7,20112,1109053,Cálculo Diferencial e Integral II,111243,A,dme
7,6.5,7.5,-1,7,20112,1109053,Cálculo Diferencial e Integral II,101410,A,dme
9.5,9.5,10,-1,9.7,20112,1109053,Cálculo Diferencial e Integral II,111713,A,dme
1,0,0,-1,0.3,20112,1109053,Cálculo Diferencial e Integral II,102654,R,dme
5,4.5,3,6.5,5.1,20112,1109053,Cálculo Diferencial e Integral II,091472,A,dme
1,1,0,-1,0.7,20112,1109053,Cálculo Diferencial e Integral II,091372,R,dme
0.1,0,0,-1,0,20112,1109053,Cálculo Diferencial e Integral II,102208,R,dme
9.5,2.5,6.5,6,6.1,20112,1109053,Cálculo Diferencial e Integral II,091623,A,dme
0,0.5,0,-1,0.2,20112,1109053,Cálculo Diferencial e Integral II,111212,R,dme
6.5,8.5,6,-1,7,20112,1109053,Cálculo Diferencial e Integral II,111588,A,dme
5,2,5,7.5,5.4,20112,1109053,Cálculo Diferencial e Integral II,111671,A,dme
4.5,6.5,1.5,7.5,5.5,20112,1109053,Cálculo Diferencial e Integral II,10144,A,dme
3,6.5,3.5,8.5,6,20112,1109053,Cálculo Diferencial e Integral II,102170,A,dme
1.5,2.5,0,-1,1.3,20112,1109053,Cálculo Diferencial e Integral II,102577,R,dme
0.5,5.5,0,-1,2,20112,1109053,Cálculo Diferencial e Integral II,102775,R,dme
5,3,7.5,5,5.1,20112,1109053,Cálculo Diferencial e Integral II,10199,A,dme
2,3,4,-1,3,20112,1109053,Cálculo Diferencial e Integral II,102392,R,dme
9,3,0,1.5,3,20112,1109053,Cálculo Diferencial e Integral II,11191,R,dme
3.5,6,5.5,6,5.4,20112,1109053,Cálculo Diferencial e Integral II,101164,A,dme
3.5,0,3.5,-1,2.3,20112,1109053,Cálculo Diferencial e Integral II,102308,R,dme
4.5,5.5,2,6.5,5,20112,1109053,Cálculo Diferencial e Integral II,101374,A,dme
0.5,9.5,4.5,5.5,5.1,20112,1109053,Cálculo Diferencial e Integral II,101432,A,dme
7,10,4,-1,7,20112,1109053,Cálculo Diferencial e Integral II,101408,A,dme
7.1,7.35,7.35,-1,7.2,20121,1411283,TECC(Fundamentos de Prog. Concorrente),121443,A,dsc
8.55,7.55,7.65,-1,8.1,20121,1411283,TECC(Fundamentos de Prog. Concorrente),1015,A,dsc
5.75,4.65,5.4,4.2,5,20121,1411283,TECC(Fundamentos de Prog. Concorrente),121319,A,dsc
8.05,7.15,7.15,-1,7.6,20121,1411283,TECC(Fundamentos de Prog. Concorrente),101559,A,dsc
7.85,6.9,6.15,-1,7,20121,1411283,TECC(Fundamentos de Prog. Concorrente),082420,A,dsc
7.9,8,7.75,-1,7.8,20121,1411283,TECC(Fundamentos de Prog. Concorrente),082393,A,dsc
7.65,7.95,7.95,-1,7.8,20121,1411283,TECC(Fundamentos de Prog. Concorrente),111442,A,dsc
7,8.4,7.9,-1,7.5,20121,1411283,TECC(Fundamentos de Prog. Concorrente),091528,A,dsc
7.6,7.75,7.75,-1,7.7,20121,1411283,TECC(Fundamentos de Prog. Concorrente),082563,A,dsc
8.4,7.35,6.4,-1,7.4,20121,1411283,TECC(Fundamentos de Prog. Concorrente),082640,A,dsc
8.05,7.05,6,-1,7,20121,1411283,TECC(Fundamentos de Prog. Concorrente),071498,A,dsc
7.5,7,6.5,-1,7,20121,1411283,TECC(Fundamentos de Prog. Concorrente),082482,A,dsc
7.85,7.6,5.4,6.6,6.6,20121,1411283,TECC(Fundamentos de Prog. Concorrente),101641,A,dsc
5.7,7.75,4.25,5.5,5.2,20121,1411283,TECC(Fundamentos de Prog. Concorrente),072724,A,dsc
6.6,7.75,7.75,-1,7.2,20121,1411283,TECC(Fundamentos de Prog. Concorrente),07293,A,dsc
5.6,5.1,6.6,5.8,6,20121,1411283,TECC(Fundamentos de Prog. Concorrente),112479,A,dsc
6.15,5.85,6.35,6,6.2,20122,1411283,TECC(Fundamentos de Prog. Concorrente),091623,A,dsc
8.95,9.95,8.95,-1,9,20122,1411283,TECC(Fundamentos de Prog. Concorrente),091325,A,dsc
8.55,9.35,8.35,-1,8.5,20122,1411283,TECC(Fundamentos de Prog. Concorrente),091732,A,dsc
6.75,6.5,4.8,6,5.9,20122,1411283,TECC(Fundamentos de Prog. Concorrente),091730,A,dsc
4.5,6.1,5.35,5.1,5,20122,1411283,TECC(Fundamentos de Prog. Concorrente),121214,A,dsc
7.85,8.3,7.3,-1,7.6,20122,1411283,TECC(Fundamentos de Prog. Concorrente),091587,A,dsc
2.5,2.5,0,-1,1.5,20122,1411283,TECC(Fundamentos de Prog. Concorrente),101421,R,dsc
6.5,7.6,7.5,-1,7,20122,1411283,TECC(Fundamentos de Prog. Concorrente),101615,A,dsc
7.4,10,9.25,-1,8.1,20112,1411283,TECC(Fundamentos de Prog. Concorrente),081375,A,dsc
6.35,3.75,1.5,6.4,5,20112,1411283,TECC(Fundamentos de Prog. Concorrente),091749,A,dsc
6.4,7.75,7.85,-1,7,20112,1411283,TECC(Fundamentos de Prog. Concorrente),112111,A,dsc
7.15,7.75,8.2,-1,7.6,20112,1411283,TECC(Fundamentos de Prog. Concorrente),082121,A,dsc
9.8,10,10,-1,9.9,20112,1411283,TECC(Fundamentos de Prog. Concorrente),081125,A,dsc
7.9,7.7,5.1,3.5,5.2,20112,1411283,TECC(Fundamentos de Prog. Concorrente),091593,A,dsc
8.65,9.75,9.65,-1,9.1,20112,1411283,TECC(Fundamentos de Prog. Concorrente),091674,A,dsc
7.5,7.75,7.9,-1,7.7,20112,1411283,TECC(Fundamentos de Prog. Concorrente),081625,A,dsc
7.5,10,9.4,-1,8.2,20112,1411283,TECC(Fundamentos de Prog. Concorrente),072405,A,dsc
7.9,6.75,6.4,-1,7,20112,1411283,TECC(Fundamentos de Prog. Concorrente),072745,A,dsc
8.85,7.7,7.2,-1,8,20112,1411283,TECC(Fundamentos de Prog. Concorrente),091534,A,dsc
8.15,6.75,6.1,-1,7,20112,1411283,TECC(Fundamentos de Prog. Concorrente),071581,A,dsc
6.6,8.6,9.25,-1,7.8,20112,1411283,TECC(Fundamentos de Prog. Concorrente),072727,A,dsc
7.55,6.4,4.9,5,5.7,20112,1411283,TECC(Fundamentos de Prog. Concorrente),062211,A,dsc
6.75,8.6,8.1,-1,7.3,20112,1411283,TECC(Fundamentos de Prog. Concorrente),072108,A,dsc
3.75,3.75,0,-1,1.7,20112,1411283,TECC(Fundamentos de Prog. Concorrente),062140,R,dsc
