matricula,Projeto em Computação II,Álgebra Linear,Álgebra Vetorial e Geometria Analítica,Análise e Técnicas de Algoritmos,Avaliação de Desempenho de Sistemas Discretos,Banco de Dados I,Banco de Dados II,Cálculo Diferencial e Integral I,Cálculo Diferencial e Integral II,Compiladores,Direito e Cidadania,Engenharia de Software I,Estruturas de Dados e Algoritmos,Fundamentos de Física Clássica,Fundamentos de Física Moderna,Gerência da Informação,Informática e Sociedade,Inteligência Artificial I,Interconexão de Redes de Computadores,Introdução à Computação,Lab. de Engenharia de Software,Lab. de Estruturas de Dados e Algoritmos,Lab. de Interconexão de Redes de Computadores,Lab. de Organização e Arquitetura de Computadores,Lab. de Programação I,Lab. de Programação II,Leitura e Produção de Textos,Lógica Matemática,Matemática Discreta,Metodologia Científica,Métodos e Software Numéricos,Métodos Estatísticos,Organização e Arquitetura de Computadores,Paradigmas de Linguagem de Programação,Probabilidade e Estatística,Programação I,Programação II,Projeto em Computação I,Redes de Computadores,Sistemas de Informação I,Sistemas de Informação II,Sistemas Operacionais,Teoria da Computação,Teoria dos Grafos,
110210068,NA,5.5,NA,7.8,NA,7.0,NA,NA,6.4,NA,9.5,NA,7.1,7.3,NA,7.8,9.5,NA,NA,NA,NA,7.4,NA,9.1,NA,8.2,NA,7.0,6.4,NA,NA,NA,8.2,7.1,5.4,NA,8.2,NA,NA,8.0,NA,NA,7.0,7.3,
110110080,NA,0.0,NA,NA,7.0,NA,NA,NA,NA,NA,NA,NA,5.6,6.1,NA,7.2,NA,NA,NA,NA,NA,6.4,NA,NA,NA,NA,NA,5.4,NA,NA,NA,NA,NA,NA,6.0,NA,NA,NA,NA,8.3,NA,NA,5.4,7.6,
111150292,NA,1.3,NA,NA,NA,NA,NA,NA,5.0,NA,NA,NA,2.5,5.3,NA,6.6,NA,NA,NA,NA,NA,3.9,NA,NA,NA,NA,NA,NA,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,2.3,7.0,
110210060,NA,2.2,NA,NA,NA,NA,NA,NA,5.4,NA,NA,NA,7.6,6.3,NA,5.5,8.3,NA,NA,NA,NA,7.3,NA,8.3,NA,7.2,NA,7.8,5.1,NA,NA,NA,6.8,NA,4.2,NA,7.5,NA,NA,5.6,NA,NA,5.4,7.9,
110210061,NA,3.7,NA,NA,NA,NA,NA,NA,5.0,NA,NA,NA,5.7,7.7,NA,7.7,9.0,NA,NA,NA,NA,5.8,NA,NA,NA,7.6,NA,7.5,6.1,NA,NA,NA,NA,7.4,4.4,NA,8.0,NA,NA,6.9,NA,NA,8.1,8.5,
110110974,NA,5.5,NA,NA,NA,7.0,NA,NA,6.6,NA,NA,NA,5.7,5.3,NA,7.0,9.0,NA,NA,NA,NA,5.4,NA,8.0,NA,NA,NA,0.7,NA,NA,NA,NA,7.6,6.9,7.3,NA,NA,NA,NA,7.0,7.3,NA,5.0,NA,
111210399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.0,5.1,NA,7.0,NA,NA,NA,NA,NA,7.5,NA,8.6,NA,7.8,NA,7.1,NA,NA,NA,NA,6.7,7.6,5.3,NA,7.0,NA,NA,7.4,NA,NA,6.3,8.6,
111110939,NA,7.9,NA,NA,NA,NA,NA,NA,7.2,NA,10.0,NA,7.0,7.2,NA,7.9,9.0,NA,NA,7.0,NA,7.0,NA,9.5,8.7,6.5,NA,8.5,7.0,NA,NA,NA,8.2,8.3,5.0,9.0,7.3,NA,NA,8.7,NA,NA,7.7,8.3,
110110851,NA,7.0,NA,NA,NA,2.2,5.9,NA,5.1,NA,NA,NA,5.1,NA,NA,7.1,NA,NA,NA,NA,NA,7.6,NA,7.9,NA,NA,NA,7.1,NA,NA,NA,NA,5.8,7.7,0.5,NA,NA,NA,NA,NA,5.0,NA,6.8,NA,
112110875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA,9.1,9.1,NA,NA,10.0,NA,NA,9.7,NA,NA,NA,9.1,8.9,NA,NA,NA,NA,NA,NA,10.0,
112110950,NA,NA,NA,5.0,NA,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0,NA,NA,NA,NA,NA,NA,NA,NA,7.0,NA,3.1,NA,NA,NA,NA,NA,5.3,NA,NA,NA,
112110953,NA,NA,NA,NA,NA,6.1,NA,NA,NA,NA,NA,NA,5.0,NA,9.7,NA,NA,NA,NA,NA,NA,5.0,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,2.3,NA,NA,NA,NA,NA,7.0,NA,NA,NA,
110110070,NA,5.6,NA,NA,NA,8.8,NA,NA,5.1,NA,9.8,NA,7.0,5.7,NA,7.8,NA,NA,NA,NA,NA,7.7,NA,NA,NA,NA,NA,6.7,NA,NA,NA,NA,NA,8.3,0.0,NA,NA,NA,NA,7.9,5.5,NA,9.0,9.4,
111110133,NA,8.3,8.1,NA,NA,NA,NA,8.3,7.8,NA,NA,8.8,8.0,8.0,NA,8.5,NA,NA,NA,9.4,NA,8.5,NA,9.7,8.4,8.0,NA,NA,7.9,NA,NA,NA,8.8,NA,7.2,8.4,8.5,NA,NA,NA,NA,NA,9.4,8.5,
110210092,NA,5.5,NA,NA,NA,NA,NA,NA,5.4,NA,9.8,NA,3.2,6.7,NA,5.7,8.3,NA,NA,NA,NA,2.8,NA,NA,5.2,0.0,NA,NA,4.4,NA,NA,NA,NA,NA,1.9,5.5,2.9,NA,NA,NA,NA,NA,NA,5.0,
111110071,NA,7.3,9.2,NA,NA,NA,NA,9.1,9.7,NA,NA,NA,9.5,8.0,NA,8.2,NA,NA,NA,8.8,NA,8.7,NA,8.5,9.9,8.6,9.0,9.2,9.3,NA,NA,NA,8.2,NA,9.0,9.8,9.3,NA,NA,9.5,NA,NA,10.0,10.0,
112110082,NA,7.3,NA,NA,NA,NA,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,NA,NA,NA,NA,NA,NA,NA,NA,7.3,NA,4.4,NA,NA,NA,NA,NA,5.0,NA,NA,NA,
111110076,NA,7.6,9.6,NA,NA,NA,NA,9.9,9.7,NA,NA,8.6,10.0,7.7,NA,8.1,NA,NA,NA,10.0,NA,10.0,NA,9.7,NA,9.0,NA,8.5,10.0,NA,NA,8.8,8.9,8.6,8.7,NA,9.6,NA,NA,9.9,NA,NA,10.0,10.0,
111110092,NA,7.4,8.8,NA,NA,NA,NA,8.4,8.0,NA,NA,9.5,8.8,8.0,NA,8.8,NA,NA,NA,10.0,NA,8.3,NA,9.8,9.3,7.8,NA,NA,8.9,NA,NA,NA,8.6,NA,7.5,9.0,8.8,NA,NA,NA,NA,NA,9.8,8.5,
112110046,NA,NA,NA,NA,NA,6.3,7.8,NA,NA,NA,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,NA,NA,NA,NA,NA,NA,NA,NA,6.7,NA,1.8,NA,NA,NA,NA,NA,5.9,NA,NA,NA,
109210493,NA,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,7.3,NA,7.0,NA,NA,NA,NA,NA,7.0,NA,9.8,NA,NA,NA,NA,NA,NA,NA,8.7,8.6,8.6,7.0,NA,NA,NA,NA,8.0,NA,NA,8.2,NA,
112110105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,0.0,NA,
111210073,NA,NA,NA,NA,NA,7.0,NA,NA,NA,NA,NA,NA,7.0,5.7,NA,NA,NA,NA,NA,NA,NA,7.1,NA,10.0,NA,NA,NA,5.5,NA,NA,NA,NA,8.5,7.0,NA,NA,NA,NA,NA,5.3,NA,NA,5.5,NA,
111110130,NA,NA,7.3,NA,NA,NA,NA,6.1,5.1,NA,NA,NA,8.4,5.8,NA,7.2,NA,NA,NA,9.3,NA,7.7,NA,NA,8.9,7.4,NA,NA,7.6,NA,NA,NA,NA,NA,5.3,8.8,8.0,NA,NA,NA,NA,NA,6.6,8.5,
110110095,NA,5.8,NA,NA,NA,7.7,NA,NA,7.0,NA,9.5,NA,7.7,NA,NA,5.1,8.5,NA,NA,NA,NA,8.0,NA,NA,NA,NA,NA,7.6,NA,NA,NA,NA,NA,7.3,3.5,NA,NA,NA,NA,9.0,5.9,NA,7.0,NA,
110210072,NA,6.4,NA,NA,NA,5.4,NA,NA,4.6,NA,8.8,NA,5.3,6.6,NA,5.0,9.0,NA,NA,NA,NA,7.1,NA,7.1,NA,8.2,NA,7.5,5.9,NA,NA,NA,7.2,8.1,3.4,NA,8.0,NA,NA,7.4,7.0,NA,6.0,7.3,
110210388,NA,NA,NA,NA,NA,NA,NA,5.3,2.0,NA,10.0,NA,5.7,5.1,NA,8.3,8.5,NA,NA,NA,NA,5.2,NA,NA,NA,8.4,NA,7.9,7.3,NA,NA,NA,NA,7.0,2.6,NA,8.5,NA,NA,7.0,NA,NA,7.2,8.8,
111110938,NA,NA,7.5,7.1,NA,7.8,7.0,NA,5.0,NA,10.0,NA,NA,3.3,NA,NA,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4,NA,NA,8.8,6.2,NA,NA,NA,NA,8.9,5.0,NA,NA,NA,
111210061,NA,0.0,NA,NA,NA,6.0,5.0,NA,2.5,NA,9.7,NA,5.2,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA,NA,NA,NA,NA,7.3,NA,NA,NA,NA,NA,7.0,0.4,NA,NA,NA,NA,7.0,5.0,NA,7.2,NA,
110210114,NA,NA,NA,7.4,NA,6.2,NA,NA,4.2,NA,8.3,NA,7.0,5.6,NA,6.1,7.5,NA,NA,NA,NA,8.1,NA,NA,NA,7.4,NA,7.4,5.0,NA,NA,NA,NA,7.0,2.8,NA,7.5,NA,NA,7.5,7.0,NA,7.0,7.3,
111110090,NA,5.9,8.3,NA,NA,NA,NA,8.5,7.7,NA,8.7,NA,8.6,7.8,NA,6.5,9.0,NA,NA,8.8,NA,8.8,NA,NA,7.8,9.0,NA,8.4,7.2,NA,NA,8.0,NA,7.5,6.0,7.8,9.5,NA,NA,8.5,NA,NA,8.0,8.0,
110210560,NA,5.1,NA,NA,NA,NA,NA,NA,5.1,NA,9.5,NA,NA,5.6,NA,4.1,8.3,NA,NA,NA,NA,NA,NA,NA,6.0,4.6,NA,NA,4.7,NA,NA,NA,NA,NA,5.0,6.0,5.3,NA,NA,NA,NA,NA,NA,5.0,
109210050,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,7.3,5.8,NA,0.0,8.2,NA,NA,NA,NA,7.0,NA,NA,NA,5.0,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,
111210117,NA,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA,NA,NA,NA,NA,3.0,2.3,NA,NA,NA,NA,NA,0.0,NA,5.1,NA,
112110103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA,9.5,NA,NA,10.0,NA,NA,NA,NA,9.6,9.1,9.5,NA,9.4,NA,NA,8.2,NA,NA,NA,9.5,8.7,NA,NA,NA,NA,NA,NA,10.0,
111110895,NA,NA,7.5,NA,NA,NA,NA,5.4,3.3,NA,NA,NA,7.0,7.0,NA,7.7,NA,NA,NA,8.9,NA,7.3,NA,NA,8.4,8.2,NA,7.4,8.1,NA,NA,NA,NA,7.2,5.1,8.5,9.1,NA,NA,8.1,NA,NA,7.0,9.1,
111110911,NA,5.4,6.5,NA,NA,NA,NA,5.3,3.3,NA,10.0,NA,7.0,5.7,NA,6.3,NA,NA,NA,9.4,NA,7.2,NA,NA,8.4,5.4,NA,NA,6.2,NA,NA,NA,NA,NA,5.0,8.3,7.7,NA,NA,8.5,NA,NA,7.0,7.2,
111110898,NA,7.3,5.9,NA,NA,NA,NA,5.9,5.5,NA,10.0,NA,7.1,5.6,NA,5.1,NA,NA,NA,8.4,NA,7.0,NA,NA,7.3,5.6,NA,7.6,7.4,NA,NA,NA,NA,NA,7.6,7.5,7.2,NA,NA,7.0,NA,NA,7.9,7.8,
111210120,NA,NA,NA,9.1,NA,7.4,NA,NA,NA,NA,9.3,NA,NA,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.0,NA,NA,NA,NA,NA,9.7,1.1,NA,NA,NA,NA,8.4,8.1,NA,7.8,NA,
110210110,NA,NA,NA,7.9,NA,6.6,NA,NA,5.1,NA,NA,NA,5.1,7.2,NA,7.0,NA,NA,NA,NA,NA,5.0,NA,8.9,NA,NA,NA,5.4,7.0,NA,NA,NA,6.3,7.9,3.8,NA,7.7,NA,7.0,7.0,6.3,NA,7.3,7.5,
110210397,NA,5.0,NA,NA,NA,7.0,NA,NA,5.3,NA,7.0,NA,7.3,5.5,NA,5.0,8.3,NA,NA,NA,NA,8.0,NA,9.5,NA,7.9,NA,7.0,5.0,NA,NA,NA,5.3,5.0,3.2,NA,8.4,NA,NA,8.0,NA,NA,5.4,7.8,
109110111,NA,NA,NA,NA,NA,6.6,NA,NA,5.1,NA,NA,NA,NA,NA,NA,NA,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,NA,NA,NA,NA,NA,7.3,5.2,NA,NA,NA,NA,7.7,NA,NA,5.4,NA,
110210094,NA,5.4,NA,NA,NA,NA,NA,NA,5.4,NA,NA,NA,2.6,7.8,NA,0.0,NA,NA,NA,NA,NA,4.1,NA,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.0,NA,NA,NA,NA,NA,NA,7.2,
111210953,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,5.1,NA,8.2,NA,NA,NA,5.0,6.2,NA,NA,NA,5.0,5.0,2.2,NA,NA,NA,NA,5.0,NA,NA,5.0,NA,
109110057,NA,NA,NA,NA,NA,5.1,NA,NA,NA,NA,9.8,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,NA,NA,NA,NA,NA,NA,7.0,NA,NA,NA,NA,NA,5.0,NA,5.6,NA,
111110139,NA,5.0,NA,6.5,NA,6.5,NA,NA,5.5,0.0,9.3,5.5,6.1,NA,NA,NA,8.5,NA,NA,NA,NA,NA,NA,8.0,NA,NA,NA,6.7,NA,NA,NA,6.2,7.8,7.8,5.1,NA,NA,NA,NA,NA,5.0,NA,6.1,NA,
109210422,NA,5.3,NA,5.0,NA,5.1,NA,NA,NA,NA,NA,NA,5.1,5.2,NA,NA,9.0,NA,NA,NA,NA,7.2,NA,7.6,NA,NA,NA,4.3,NA,NA,NA,5.0,5.9,6.2,2.5,NA,NA,NA,NA,7.0,5.3,NA,5.1,NA,
110210102,NA,NA,NA,NA,NA,NA,NA,NA,7.0,NA,NA,NA,7.4,7.7,NA,8.2,NA,NA,NA,NA,NA,7.9,NA,8.6,NA,7.2,NA,NA,7.9,NA,NA,NA,7.8,NA,7.0,NA,8.0,NA,NA,9.4,NA,NA,NA,9.0,
110110853,NA,7.0,NA,NA,NA,NA,NA,NA,5.3,NA,10.0,7.0,8.3,6.1,NA,8.4,NA,NA,NA,NA,NA,8.7,NA,9.4,NA,NA,NA,8.3,NA,NA,NA,6.8,8.1,9.5,7.0,NA,NA,NA,NA,8.6,NA,NA,9.4,9.7,
110110973,NA,6.2,NA,5.9,NA,6.6,NA,NA,5.9,6.0,8.8,7.3,7.5,7.9,NA,5.9,NA,NA,NA,NA,7.2,7.0,NA,8.1,NA,NA,NA,6.9,5.9,NA,NA,5.0,7.3,6.1,5.6,NA,NA,NA,5.0,7.3,7.2,NA,7.0,NA,
110210128,NA,5.5,NA,NA,NA,7.1,NA,NA,5.4,NA,8.0,8.5,7.0,7.2,NA,7.2,NA,NA,NA,NA,NA,7.7,NA,10.0,NA,7.3,NA,5.1,5.4,NA,NA,NA,7.0,NA,5.8,NA,7.0,NA,NA,8.9,NA,NA,6.5,7.0,
110210082,NA,5.7,NA,NA,NA,NA,NA,NA,NA,NA,7.0,NA,6.6,5.1,NA,5.7,NA,NA,NA,NA,NA,5.4,NA,NA,NA,7.8,NA,NA,5.8,NA,NA,NA,NA,NA,3.7,NA,7.3,NA,NA,8.3,NA,NA,0.0,7.0,
110210083,NA,5.4,NA,NA,NA,7.2,NA,NA,5.0,NA,8.5,9.4,8.2,5.7,NA,5.0,8.3,NA,NA,NA,NA,9.0,NA,10.0,NA,8.0,NA,7.5,5.5,NA,NA,7.4,7.4,5.1,6.3,NA,7.9,NA,NA,8.7,NA,NA,7.0,8.3,
110210088,NA,8.3,NA,NA,NA,8.8,NA,NA,6.9,NA,10.0,9.1,7.1,6.9,NA,7.7,NA,NA,NA,NA,NA,8.6,NA,10.0,NA,9.3,NA,8.4,7.6,NA,NA,8.1,8.2,9.4,7.0,NA,9.1,NA,NA,9.4,NA,NA,7.9,9.2,
110110057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,7.2,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,5.1,NA,NA,6.1,NA,NA,NA,NA,NA,1.3,NA,5.3,NA,NA,NA,NA,NA,4.2,NA,
110110052,NA,5.2,NA,9.0,NA,9.0,NA,NA,NA,NA,9.8,8.9,6.6,6.3,NA,5.0,9.0,NA,NA,NA,8.0,6.0,NA,10.0,NA,NA,NA,8.4,NA,NA,NA,5.6,7.2,7.3,5.2,NA,NA,NA,7.1,7.0,NA,NA,7.1,8.8,
110110053,NA,NA,NA,5.9,NA,7.0,NA,NA,NA,NA,9.8,8.3,5.5,7.1,NA,7.6,8.8,NA,NA,NA,NA,5.9,NA,9.7,NA,NA,NA,5.4,NA,NA,NA,5.6,5.7,6.4,5.6,NA,NA,NA,NA,7.4,6.4,NA,6.8,8.5,
110210052,NA,NA,NA,NA,NA,NA,NA,NA,5.6,NA,9.8,NA,7.0,8.0,NA,7.0,NA,NA,NA,NA,NA,7.8,NA,8.0,NA,7.8,NA,0.0,7.3,NA,NA,NA,1.6,NA,5.1,NA,8.4,NA,NA,7.0,NA,NA,7.7,7.8,
110210079,NA,5.3,NA,NA,NA,5.9,NA,NA,6.7,NA,7.0,7.8,7.0,7.8,NA,7.0,NA,NA,NA,NA,7.2,8.6,NA,8.7,NA,8.3,NA,5.0,7.0,NA,NA,4.4,7.1,7.4,5.0,NA,8.0,NA,NA,8.8,NA,NA,6.0,8.0,
110210075,NA,3.4,NA,NA,NA,6.3,NA,NA,5.7,2.3,NA,NA,6.0,6.4,NA,7.3,NA,NA,NA,NA,NA,7.5,NA,6.7,NA,5.2,NA,7.0,5.0,NA,NA,NA,6.6,7.0,2.3,NA,7.7,NA,5.3,9.0,6.6,NA,5.2,9.3,
110110091,NA,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,7.0,8.1,NA,8.2,NA,NA,NA,NA,NA,7.6,NA,10.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,5.3,NA,NA,NA,NA,9.2,NA,NA,9.4,NA,
110210526,NA,NA,NA,9.5,NA,8.6,NA,NA,7.4,NA,9.0,9.0,8.7,NA,NA,7.9,NA,NA,NA,NA,7.2,9.0,NA,10.0,NA,9.4,NA,NA,8.6,NA,NA,7.8,7.9,NA,5.4,NA,8.8,NA,NA,9.0,NA,NA,7.0,9.9,
110210394,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,0.4,4.1,NA,5.0,9.0,NA,NA,NA,NA,2.1,NA,NA,5.0,0.0,NA,NA,4.2,NA,NA,NA,NA,NA,NA,5.2,1.4,NA,NA,NA,NA,NA,NA,3.9,
110210390,NA,4.3,NA,NA,NA,NA,NA,NA,5.6,NA,NA,NA,5.0,5.1,NA,5.0,8.3,NA,NA,NA,NA,5.0,NA,NA,NA,7.0,NA,6.5,5.4,NA,NA,NA,NA,8.2,NA,NA,7.8,NA,NA,8.4,NA,NA,7.4,8.0,
110110062,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.0,NA,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,
110110067,NA,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,0.0,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,
110110104,NA,4.2,NA,NA,NA,NA,NA,NA,3.8,NA,9.8,NA,2.3,7.2,NA,NA,NA,NA,NA,NA,NA,2.1,NA,NA,NA,7.0,NA,NA,5.4,NA,NA,NA,NA,NA,NA,NA,7.3,NA,NA,NA,NA,NA,3.6,7.3,
110210091,NA,NA,NA,NA,NA,5.6,NA,NA,3.4,NA,9.8,NA,5.0,5.9,NA,7.1,NA,NA,NA,NA,NA,6.1,NA,NA,NA,8.0,NA,5.6,5.6,NA,NA,NA,NA,7.0,NA,NA,7.6,NA,NA,7.0,5.0,NA,5.2,7.8,
110210122,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,
111110089,NA,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0,NA,2.4,0.0,NA,NA,8.3,NA,NA,NA,NA,7.8,0.0,NA,NA,7.8,NA,NA,NA,NA,NA,NA,7.6,7.4,NA,NA,NA,NA,NA,5.6,7.0,
110150167,NA,4.3,NA,NA,NA,5.8,3.4,NA,2.5,NA,9.8,NA,6.5,5.9,NA,7.0,NA,NA,NA,NA,NA,6.0,NA,NA,NA,NA,NA,7.2,NA,NA,NA,NA,NA,7.2,NA,NA,NA,NA,NA,7.4,5.5,NA,7.8,8.0,
110210383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,NA,NA,2.9,NA,NA,8.9,NA,NA,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,
109210046,NA,4.1,NA,NA,NA,7.5,NA,NA,5.2,NA,9.8,NA,NA,NA,NA,NA,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,NA,NA,NA,NA,NA,5.4,NA,NA,NA,NA,NA,7.0,NA,NA,5.3,NA,
109110080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,
110210105,NA,0.0,NA,NA,NA,NA,NA,NA,3.0,NA,9.3,NA,5.1,3.1,NA,0.0,NA,NA,NA,NA,NA,7.1,NA,NA,NA,7.0,NA,7.4,5.7,NA,NA,NA,NA,7.0,NA,NA,7.7,NA,NA,NA,NA,NA,5.0,5.0,
110110130,NA,6.6,NA,NA,NA,NA,NA,NA,7.0,NA,9.8,NA,2.6,6.0,NA,7.6,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,NA,NA,0.0,8.7,
110210109,NA,NA,1.3,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,4.1,NA,NA,NA,NA,NA,NA,NA,NA,6.3,0.3,NA,NA,0.0,NA,NA,NA,NA,NA,NA,6.3,0.1,NA,NA,NA,NA,NA,NA,3.0,
110210380,NA,0.8,NA,NA,NA,NA,NA,NA,3.0,NA,9.5,NA,NA,5.0,NA,7.5,8.5,NA,NA,NA,NA,NA,NA,NA,NA,3.7,NA,5.0,5.1,NA,NA,NA,NA,NA,NA,NA,5.6,NA,NA,5.9,NA,NA,5.6,7.5,
110210129,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,9.2,NA,5.5,2.5,NA,8.9,9.0,NA,NA,NA,NA,5.2,NA,NA,NA,9.1,NA,NA,7.3,NA,NA,NA,NA,8.3,NA,NA,9.2,NA,NA,NA,NA,NA,7.4,7.8,
110210080,NA,0.8,NA,NA,NA,7.0,NA,NA,2.3,NA,9.5,NA,5.6,5.6,NA,5.9,NA,NA,NA,NA,NA,5.1,NA,NA,NA,7.3,NA,6.1,7.0,NA,NA,NA,NA,7.4,NA,NA,7.0,NA,NA,7.4,NA,NA,5.3,8.4,
110110072,NA,5.1,NA,NA,NA,NA,NA,NA,7.0,NA,NA,NA,5.5,NA,NA,7.5,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA,7.0,NA,NA,NA,NA,NA,7.7,NA,NA,NA,NA,NA,7.4,NA,NA,5.0,NA,
110110055,NA,2.7,NA,NA,NA,NA,NA,NA,5.4,NA,8.3,NA,NA,6.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,NA,NA,5.2,NA,NA,NA,NA,NA,NA,NA,5.1,NA,NA,NA,NA,NA,NA,8.3,
109210293,NA,NA,NA,NA,NA,NA,NA,NA,7.0,NA,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,NA,7.1,NA,NA,NA,NA,NA,5.0,NA,NA,NA,NA,NA,5.0,NA,NA,NA,NA,NA,5.0,NA,NA,5.0,NA,
109210032,NA,5.1,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,2.7,5.0,NA,0.0,NA,NA,NA,NA,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
109210291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,7.3,
109210290,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA,1.5,5.7,NA,NA,NA,NA,NA,NA,NA,1.2,NA,NA,NA,5.2,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,7.4,NA,NA,NA,NA,NA,NA,NA,
110110112,NA,5.0,NA,NA,NA,NA,NA,NA,5.0,NA,7.0,NA,3.1,7.0,NA,7.5,7.0,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,NA,NA,5.0,7.5,
109210294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,NA,NA,NA,NA,NA,NA,6.1,
109210014,NA,1.3,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,7.5,NA,NA,NA,NA,NA,NA,5.2,
