nota1,nota2,nota3:nota4,nota5,nota6,nota7,nota8,media,final,disciplina,departamento,matricula
6.4,5.1,9.8,-1.0,-1.0,-1.0,-1.0,-1.0,7.1,-1.0,matematica discreta,dme,112110068
5.5,5.5,9.0,6.9,6.3,9.8,8.3,-1.0,7.6,8.9,programacao i,dme,112110068
7.3,7.8,9.5,8.4,-1.0,-1.0,-1.0,-1.0,8.2,-1.0,programacao ii,dme,112110068
7.5,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.3,-1.0,teoria dos grafos,dme,112110068
6.3,1.0,8.8,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,4.4,banco de dados i,dme,112110069
-1.0,0.0,0.0,7.5,-1.0,-1.0,-1.0,-1.0,1.9,-1.0,banco de dados ii,dme,112110069
-1.0,1.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5,-1.0,calculo diferencial e integral ii,dme,112110069
0.8,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.3,-1.0,calculo diferencial e integral ii,dme,112110069
5.5,5.5,1.2,6.6,-1.0,-1.0,-1.0,-1.0,5.0,5.4,sistemas de informacao ii,dme,112110069
9.5,-1.0,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,1.0,tecc (metodos formais),dme,112110069
7.9,6.2,3.7,8.6,-1.0,-1.0,-1.0,-1.0,6.7,6.8,teoria da computacao,dme,112110069
9.0,9.5,9.8,-1.0,-1.0,-1.0,-1.0,-1.0,9.4,-1.0,algebra vetorial e geometria analitica,dme,112110071
8.9,9.0,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,8.5,-1.0,calculo dif e integral i,dme,112110071
6.7,8.2,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.3,-1.0,calculo diferencial e integral ii,dme,112110071
9.5,10.0,7.3,-1.0,-1.0,-1.0,-1.0,-1.0,8.9,-1.0,fundamentos de fisica classica,dme,112110071
7.5,9.5,9.1,8.5,10.0,-1.0,-1.0,-1.0,8.8,-1.0,introducao a computacao,dme,112110071
8.6,9.8,6.1,7.3,10.0,9.7,9.3,-1.0,8.4,-1.0,laboratorio de programacao i,dme,112110071
9.5,7.2,7.5,8.1,-1.0,-1.0,-1.0,-1.0,8.0,-1.0,laboratorio de programacao ii,dme,112110071
9.0,9.5,9.5,-1.0,-1.0,-1.0,-1.0,-1.0,9.3,-1.0,leitura e producao de textos,dme,112110071
8.7,9.0,9.9,-1.0,-1.0,-1.0,-1.0,-1.0,9.2,-1.0,matematica discreta,dme,112110071
8.6,9.8,6.1,7.3,10.0,9.7,9.3,-1.0,8.3,-1.0,programacao i,dme,112110071
7.8,7.6,9.0,8.0,-1.0,-1.0,-1.0,-1.0,8.1,-1.0,programacao ii,dme,112110071
10.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.5,-1.0,teoria dos grafos,dme,112110071
9.5,10.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.5,-1.0,algebra vetorial e geometria analitica,dme,112110076
8.7,7.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.9,-1.0,calculo dif e integral i,dme,112110076
6.5,10.0,7.9,-1.0,-1.0,-1.0,-1.0,-1.0,8.1,-1.0,calculo diferencial e integral ii,dme,112110076
6.5,10.0,7.3,-1.0,-1.0,-1.0,-1.0,-1.0,7.9,-1.0,fundamentos de fisica classica,dme,112110076
8.5,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,-1.0,informatica e sociedade,dme,112110076
8.2,10.0,9.5,10.0,10.0,-1.0,-1.0,-1.0,9.5,-1.0,introducao a computacao,dme,112110076
9.6,9.6,9.4,9.3,10.0,-1.0,-1.0,-1.0,9.6,-1.0,laboratorio de programacao i,dme,112110076
8.9,5.6,9.2,8.0,-1.0,-1.0,-1.0,-1.0,8.0,-1.0,laboratorio de programacao ii,dme,112110076
9.0,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.7,-1.0,leitura e producao de textos,dme,112110076
7.2,9.8,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,-1.0,matematica discreta,dme,112110076
9.6,9.6,9.4,9.3,10.0,10.0,9.2,-1.0,9.6,-1.0,programacao i,dme,112110076
9.5,7.1,7.5,8.0,-1.0,-1.0,-1.0,-1.0,8.0,-1.0,programacao ii,dme,112110076
10.0,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,-1.0,tecc(algoritimos avancados ii),dme,112110076
10.0,9.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.7,-1.0,teoria dos grafos,dme,112110076
7.0,8.4,6.2,-1.0,-1.0,-1.0,-1.0,-1.0,7.2,-1.0,analise e tecnica de algoritmos,dme,112110080
7.9,5.0,4.8,7.5,-1.0,-1.0,-1.0,-1.0,5.7,4.9,banco de dados ii,dme,112110080
5.1,4.1,3.5,0.0,-1.0,-1.0,-1.0,-1.0,3.6,-1.0,engenharia de software i,dme,112110080
4.3,7.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.8,5.8,engenharia de software i,dme,112110080
5.7,7.5,7.7,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,interconex?o de redes de computadores,dme,112110080
5.7,7.5,7.7,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,lab.de intercon.de redes de computadores,dme,112110080
9.0,7.0,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,7.5,-1.0,metodos e software numericos,dme,112110080
4.5,8.3,8.2,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,metodos estatisticos,dme,112110080
7.5,4.2,5.1,4.2,-1.0,-1.0,-1.0,-1.0,5.0,4.5,sistemas de informacao ii,dme,112110080
7.9,6.2,9.1,-1.0,-1.0,-1.0,-1.0,-1.0,7.7,-1.0,sistemas operacionais,dme,112110080
4.5,8.5,8.8,-1.0,-1.0,-1.0,-1.0,-1.0,7.3,-1.0,algebra vetorial e geometria analitica,dme,112110081
6.3,5.8,3.4,-1.0,-1.0,-1.0,-1.0,-1.0,5.5,5.9,calculo dif e integral i,dme,112110081
2.2,3.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.1,-1.0,calculo diferencial e integral ii,dme,112110081
3.5,8.9,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.2,3.8,fundamentos de fisica classica,dme,112110081
8.5,9.0,8.5,7.0,10.0,-1.0,-1.0,-1.0,8.4,-1.0,introducao a computacao,dme,112110081
3.0,8.9,9.1,7.1,10.0,10.0,8.9,-1.0,7.7,-1.0,laboratorio de programacao i,dme,112110081
8.9,6.7,8.6,7.1,-1.0,-1.0,-1.0,-1.0,7.8,-1.0,laboratorio de programacao ii,dme,112110081
7.0,9.0,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,8.2,-1.0,leitura e producao de textos,dme,112110081
5.0,8.5,7.9,-1.0,-1.0,-1.0,-1.0,-1.0,7.1,-1.0,matematica discreta,dme,112110081
3.0,8.9,9.1,7.1,10.0,10.0,8.9,-1.0,7.6,-1.0,programacao i,dme,112110081
7.8,6.2,7.3,8.0,-1.0,-1.0,-1.0,-1.0,7.3,-1.0,programacao ii,dme,112110081
10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,-1.0,teoria dos grafos,dme,112110081
6.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.3,-1.0,algebra linear i,dme,112110082
8.0,7.9,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.3,-1.0,algebra linear i,dme,112110082
8.1,6.4,8.3,8.7,-1.0,-1.0,-1.0,-1.0,7.9,-1.0,banco de dados ii,dme,112110082
5.0,5.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.6,5.0,fundamentos de fisica moderna,dme,112110082
8.3,10.0,7.8,-1.0,-1.0,-1.0,-1.0,-1.0,8.7,-1.0,lab.de org.e arquitetura de computadores,dme,112110082
6.5,8.0,7.6,-1.0,-1.0,-1.0,-1.0,-1.0,7.3,-1.0,org.e arquitetura de computadores i,dme,112110082
-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,probabilidade e estatistica,dme,112110082
6.0,-1.0,6.8,6.0,-1.0,-1.0,-1.0,-1.0,4.4,4.0,probabilidade e estatistica,dme,112110082
9.0,9.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,-1.0,seminarios (educacao ambiental),dme,112110082
7.0,6.0,0.8,7.0,-1.0,-1.0,-1.0,-1.0,5.0,4.8,sistemas de informacao ii,dme,112110082
10.0,9.5,9.8,-1.0,-1.0,-1.0,-1.0,-1.0,9.8,-1.0,algebra vetorial e geometria analitica,dme,112110083
6.5,6.5,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,calculo dif e integral i,dme,112110083
4.3,4.0,1.8,-1.0,-1.0,-1.0,-1.0,-1.0,3.4,-1.0,calculo diferencial e integral ii,dme,112110083
8.5,6.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.2,-1.0,fundamentos de fisica classica,dme,112110083
7.1,7.8,6.7,8.7,10.0,-1.0,-1.0,-1.0,7.8,-1.0,introducao a computacao,dme,112110083
3.8,3.4,7.6,5.0,7.2,-1.0,-1.0,-1.0,6.7,8.7,laboratorio de programacao i,dme,112110083
9.2,6.1,7.5,6.5,-1.0,-1.0,-1.0,-1.0,7.3,-1.0,laboratorio de programacao ii,dme,112110083
7.0,9.5,9.5,-1.0,-1.0,-1.0,-1.0,-1.0,8.7,-1.0,leitura e producao de textos,dme,112110083
6.0,5.4,8.7,-1.0,-1.0,-1.0,-1.0,-1.0,6.1,5.2,matematica discreta,dme,112110083
3.6,3.1,7.6,5.0,7.2,7.8,8.9,-1.0,6.7,8.7,programacao i,dme,112110083
5.0,7.5,7.0,7.5,-1.0,-1.0,-1.0,-1.0,7.3,8.3,programacao ii,dme,112110083
7.7,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.9,-1.0,teoria dos grafos,dme,112110083
10.0,7.0,8.3,-1.0,-1.0,-1.0,-1.0,-1.0,8.4,-1.0,fundamentos de fisica classica,dme,112110084
2.9,4.3,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.5,4.1,ger?ncia da informacao,dme,112110084
8.2,8.5,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.8,-1.0,introducao a computacao,dme,112110084
9.8,9.7,9.4,6.5,10.0,-1.0,-1.0,-1.0,9.2,-1.0,laboratorio de programacao i,dme,112110084
6.3,4.5,6.5,5.5,-1.0,-1.0,-1.0,-1.0,5.3,4.8,laboratorio de programacao ii,dme,112110084
8.0,9.0,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,8.2,-1.0,leitura e producao de textos,dme,112110084
5.2,3.1,8.2,-1.0,-1.0,-1.0,-1.0,-1.0,6.5,8.0,matematica discreta,dme,112110084
9.6,6.5,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,-1.0,programacao i,dme,112110084
6.1,4.3,6.2,5.8,-1.0,-1.0,-1.0,-1.0,5.9,6.3,programacao ii,dme,112110084
5.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,3.5,teoria dos grafos,dme,112110084
2.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8,-1.0,algebra linear i,dme,112110085
8.5,5.2,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.9,5.5,algebra vetorial e geometria analitica,dme,112110085
5.5,4.0,2.5,-1.0,-1.0,-1.0,-1.0,-1.0,2.4,-1.0,calculo dif e integral i,dme,112110085
4.0,4.9,5.5,-1.0,-1.0,-1.0,-1.0,-1.0,5.5,6.6,calculo dif e integral i,dme,112110085
4.4,5.7,6.2,-1.0,-1.0,-1.0,-1.0,-1.0,5.7,6.2,ger?ncia da informacao,dme,112110085
8.0,6.9,4.8,4.4,5.4,-1.0,-1.0,-1.0,6.2,6.5,introducao a computacao,dme,112110085
1.3,1.4,2.6,4.5,3.8,-1.0,-1.0,-1.0,2.7,-1.0,laboratorio de programacao i,dme,112110085
9.6,8.2,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.2,-1.0,laboratorio de programacao i,dme,112110085
8.5,7.5,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,7.8,-1.0,leitura e producao de textos,dme,112110085
6.5,6.5,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.8,5.0,matematica discreta,dme,112110085
1.0,1.3,2.6,4.5,3.8,6.5,4.1,-1.0,2.7,-1.0,programacao i,dme,112110085
9.6,8.2,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.2,-1.0,programacao i,dme,112110085
3.2,6.6,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.5,6.3,analise e tecnica de algoritmos,dme,112110087
8.5,4.0,5.5,5.8,-1.0,-1.0,-1.0,-1.0,6.2,6.6,banco de dados ii,dme,112110087
7.7,7.0,6.6,8.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,engenharia de software i,dme,112110087
9.9,10.0,6.2,-1.0,-1.0,-1.0,-1.0,-1.0,8.7,-1.0,lab.de org.e arquitetura de computadores,dme,112110087
7.8,7.9,7.6,-1.0,-1.0,-1.0,-1.0,-1.0,7.8,-1.0,laboratorio de engenharia de software,dme,112110087
7.2,6.4,7.1,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,metodologia cientifica,dme,112110087
4.3,0.8,9.3,-1.0,-1.0,-1.0,-1.0,-1.0,5.2,5.8,metodos estatisticos,dme,112110087
6.6,6.4,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.4,5.9,org.e arquitetura de computadores i,dme,112110087
5.7,6.8,7.4,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,2.5,redes de computadores,dme,112110087
7.1,6.1,7.0,7.9,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,sistemas de informacao ii,dme,112110087
6.5,6.3,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.9,5.9,sistemas operacionais,dme,112110087
6.2,8.0,6.7,8.0,-1.0,-1.0,-1.0,-1.0,7.2,-1.0,tecc(fundamentos de prog concorrente),dme,112110087
5.0,7.6,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,2.7,algebra vetorial e geometria analitica,dme,112110089
7.4,1.9,4.8,-1.0,-1.0,-1.0,-1.0,-1.0,3.7,2.1,calculo dif e integral i,dme,112110089
4.4,5.7,4.4,-1.0,-1.0,-1.0,-1.0,-1.0,5.6,6.8,calculo dif e integral i,dme,112110089
9.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,-1.0,informatica e sociedade,dme,112110089
9.2,7.5,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.9,-1.0,introducao a computacao,dme,112110089
9.0,2.8,6.3,7.6,9.2,-1.0,-1.0,-1.0,7.0,-1.0,laboratorio de programacao i,dme,112110089
8.5,7.3,8.2,7.6,-1.0,-1.0,-1.0,-1.0,7.9,-1.0,laboratorio de programacao ii,dme,112110089
8.6,9.0,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,8.4,-1.0,leitura e producao de textos,dme,112110089
6.9,6.2,8.2,-1.0,-1.0,-1.0,-1.0,-1.0,7.1,-1.0,matematica discreta,dme,112110089
6.1,7.6,9.2,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,programacao i,dme,112110089
7.4,7.0,8.5,8.0,-1.0,-1.0,-1.0,-1.0,7.7,-1.0,programacao ii,dme,112110089
7.1,8.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.7,-1.0,teoria dos grafos,dme,112110089
6.0,7.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.3,-1.0,algebra vetorial e geometria analitica,dme,112110090
6.0,7.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,calculo dif e integral i,dme,112110090
7.0,6.0,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,7.2,-1.0,calculo diferencial e integral ii,dme,112110090
7.0,10.0,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,8.2,-1.0,fundamentos de fisica classica,dme,112110090
9.7,10.0,9.8,10.0,10.0,-1.0,-1.0,-1.0,9.9,-1.0,introducao a computacao,dme,112110090
10.0,10.0,10.0,9.9,10.0,-1.0,-1.0,-1.0,10.0,-1.0,laboratorio de programacao i,dme,112110090
8.8,8.0,9.2,8.2,-1.0,-1.0,-1.0,-1.0,8.6,-1.0,laboratorio de programacao ii,dme,112110090
9.0,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.7,-1.0,leitura e producao de textos,dme,112110090
9.3,8.8,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.4,-1.0,matematica discreta,dme,112110090
10.0,10.0,10.0,10.0,10.0,10.0,9.3,-1.0,10.0,-1.0,programacao i,dme,112110090
9.0,7.3,8.3,8.7,-1.0,-1.0,-1.0,-1.0,8.3,-1.0,programacao ii,dme,112110090
9.5,9.4,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.6,-1.0,tecc(algoritimos avancados ii),dme,112110090
8.5,9.3,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.9,-1.0,teoria dos grafos,dme,112110090
2.5,7.0,2.8,-1.0,-1.0,-1.0,-1.0,-1.0,2.5,-1.0,algebra vetorial e geometria analitica,dme,112110092
7.7,8.5,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.7,-1.0,algebra vetorial e geometria analitica,dme,112110092
4.7,3.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.7,-1.0,calculo dif e integral i,dme,112110092
4.0,2.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,calculo dif e integral i,dme,112110092
7.0,2.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.8,3.0,economia,dme,112110092
8.3,8.5,6.0,6.0,9.4,-1.0,-1.0,-1.0,7.4,-1.0,introducao a computacao,dme,112110092
6.2,2.7,6.6,6.8,9.2,-1.0,-1.0,-1.0,7.5,9.2,laboratorio de programacao i,dme,112110092
3.8,3.2,6.2,5.6,-1.0,-1.0,-1.0,-1.0,3.5,1.6,laboratorio de programacao ii,dme,112110092
7.0,7.0,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,7.2,-1.0,leitura e producao de textos,dme,112110092
3.8,1.7,4.1,-1.0,-1.0,-1.0,-1.0,-1.0,3.2,-1.0,matematica discreta,dme,112110092
5.2,6.8,9.2,-1.0,-1.0,-1.0,-1.0,-1.0,7.5,9.2,programacao i,dme,112110092
4.8,5.3,6.6,4.4,-1.0,-1.0,-1.0,-1.0,5.0,4.5,programacao ii,dme,112110092
6.0,6.2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,3.4,teoria dos grafos,dme,112110092
6.0,9.8,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.9,4.5,algebra vetorial e geometria analitica,dme,112110094
9.8,7.8,6.7,-1.0,-1.0,-1.0,-1.0,-1.0,8.1,-1.0,calculo dif e integral i,dme,112110094
6.1,6.9,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,4.8,calculo diferencial e integral ii,dme,112110094
7.0,10.0,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,8.2,-1.0,fundamentos de fisica classica,dme,112110094
7.9,10.0,9.7,10.0,10.0,-1.0,-1.0,-1.0,9.4,-1.0,introducao a computacao,dme,112110094
8.6,9.4,9.1,9.4,10.0,-1.0,-1.0,-1.0,9.3,-1.0,laboratorio de programacao i,dme,112110094
8.3,9.9,9.2,7.8,-1.0,-1.0,-1.0,-1.0,8.8,-1.0,laboratorio de programacao ii,dme,112110094
7.5,9.0,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,8.3,-1.0,leitura e producao de textos,dme,112110094
8.4,8.3,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.9,-1.0,matematica discreta,dme,112110094
8.5,9.4,9.1,9.4,10.0,9.8,9.3,-1.0,9.3,-1.0,programacao i,dme,112110094
9.0,7.0,7.5,9.1,-1.0,-1.0,-1.0,-1.0,8.1,-1.0,programacao ii,dme,112110094
9.1,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.7,-1.0,tecc(algoritimos avancados ii),dme,112110094
10.0,9.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.9,-1.0,teoria dos grafos,dme,112110094
7.3,1.5,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.9,-1.0,algebra linear i,dme,112110096
4.0,6.0,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,5.3,algebra vetorial e geometria analitica,dme,112110096
3.6,3.2,0.8,-1.0,-1.0,-1.0,-1.0,-1.0,2.5,-1.0,calculo dif e integral i,dme,112110096
3.7,0.5,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.1,-1.0,calculo dif e integral i,dme,112110096
8.5,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,-1.0,informatica e sociedade,dme,112110096
8.0,7.5,7.4,8.3,9.4,-1.0,-1.0,-1.0,8.0,-1.0,introducao a computacao,dme,112110096
4.8,5.8,7.0,6.5,9.0,-1.0,-1.0,-1.0,6.8,7.0,laboratorio de programacao i,dme,112110096
8.0,5.0,9.3,5.5,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,laboratorio de programacao ii,dme,112110096
7.5,7.0,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,7.3,-1.0,leitura e producao de textos,dme,112110096
5.0,6.4,4.9,-1.0,-1.0,-1.0,-1.0,-1.0,5.4,5.5,matematica discreta,dme,112110096
5.9,6.5,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.8,7.0,programacao i,dme,112110096
5.7,3.8,7.0,7.4,-1.0,-1.0,-1.0,-1.0,5.4,4.7,programacao ii,dme,112110096
5.0,8.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.1,5.0,teoria dos grafos,dme,112110096
-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,algebra linear i,dme,112110100
0.0,1.5,1.5,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,calculo diferencial e integral ii,dme,112110100
6.5,6.1,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.2,-1.0,ger?ncia da informacao,dme,112110100
1.2,0.0,3.9,-1.0,-1.0,-1.0,-1.0,-1.0,1.7,-1.0,matematica discreta,dme,112110100
9.0,9.0,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,-1.0,seminarios (educacao ambiental),dme,112110100
7.7,0.0,5.8,-1.0,-1.0,-1.0,-1.0,-1.0,6.2,7.0,sistemas de informacao i,dme,112110100
9.3,1.7,1.2,3.9,-1.0,-1.0,-1.0,-1.0,3.6,3.0,tec(principios de admin financeira),dme,112110100
7.0,5.5,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,5.8,6.0,algebra vetorial e geometria analitica,dme,112110101
3.8,1.7,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,6.5,calculo dif e integral i,dme,112110101
1.1,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,calculo diferencial e integral ii,dme,112110101
8.5,6.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.2,-1.0,fundamentos de fisica classica,dme,112110101
9.3,4.7,9.9,-1.0,-1.0,-1.0,-1.0,-1.0,8.1,-1.0,introducao a computacao,dme,112110101
8.4,8.5,6.0,7.6,10.0,-1.0,-1.0,-1.0,8.1,-1.0,laboratorio de programacao i,dme,112110101
9.1,6.2,6.5,7.3,-1.0,-1.0,-1.0,-1.0,7.2,-1.0,laboratorio de programacao ii,dme,112110101
7.5,7.5,7.5,-1.0,-1.0,-1.0,-1.0,-1.0,7.5,-1.0,leitura e producao de textos,dme,112110101
3.9,3.2,8.3,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,4.9,matematica discreta,dme,112110101
7.7,7.6,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.1,-1.0,programacao i,dme,112110101
7.6,8.1,6.2,7.2,-1.0,-1.0,-1.0,-1.0,7.3,-1.0,programacao ii,dme,112110101
7.8,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.9,-1.0,teoria dos grafos,dme,112110101
9.5,9.5,9.5,-1.0,-1.0,-1.0,-1.0,-1.0,9.5,-1.0,direito e cidadania,dme,112110103
10.0,10.0,9.5,-1.0,-1.0,-1.0,-1.0,-1.0,9.8,-1.0,fundamentos de fisica moderna,dme,112110103
9.5,9.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.5,-1.0,informatica e sociedade,dme,112110103
10.0,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,-1.0,introducao a computacao,dme,112110103
9.8,9.5,10.0,8.3,10.0,-1.0,-1.0,-1.0,9.6,-1.0,laboratorio de programacao i,dme,112110103
8.0,10.0,10.0,8.5,-1.0,-1.0,-1.0,-1.0,9.1,-1.0,laboratorio de programacao ii,dme,112110103
9.0,9.5,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.5,-1.0,leitura e producao de textos,dme,112110103
9.2,9.1,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.4,-1.0,matematica discreta,dme,112110103
7.6,8.2,8.7,-1.0,-1.0,-1.0,-1.0,-1.0,8.2,-1.0,metodos estatisticos,dme,112110103
9.8,8.3,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.5,-1.0,programacao i,dme,112110103
8.9,8.1,8.5,9.3,-1.0,-1.0,-1.0,-1.0,8.7,-1.0,programacao ii,dme,112110103
10.0,10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,-1.0,tecc(algoritimos avancados ii),dme,112110103
9.5,9.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.3,-1.0,tecc(didatica em ciencia da computacao),dme,112110103
10.0,10.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,-1.0,teoria dos grafos,dme,112110103
8.0,9.0,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,-1.0,administracao,dme,112110105
8.5,8.8,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.8,-1.0,economia,dme,112110105
7.5,0.0,0.0,2.3,-1.0,-1.0,-1.0,-1.0,2.5,-1.0,estrutura de dados e algoritmos,dme,112110105
5.0,5.0,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,6.0,fundamentos de fisica moderna,dme,112110105
5.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.3,-1.0,probabilidade e estatistica,dme,112110105
4.5,6.0,5.2,-1.0,-1.0,-1.0,-1.0,-1.0,3.9,2.0,algebra vetorial e geometria analitica,dme,112110106
5.9,4.2,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,3.5,-1.0,calculo dif e integral i,dme,112110106
7.5,9.4,8.8,8.0,10.0,-1.0,-1.0,-1.0,8.6,-1.0,introducao a computacao,dme,112110106
6.1,5.6,7.9,7.2,10.0,-1.0,-1.0,-1.0,7.4,-1.0,laboratorio de programacao i,dme,112110106
6.5,8.5,8.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.7,-1.0,leitura e producao de textos,dme,112110106
5.9,5.4,7.9,7.2,10.0,9.7,8.4,-1.0,7.3,-1.0,programacao i,dme,112110106
3.0,0.8,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.6,-1.0,algebra vetorial e geometria analitica,dme,112110108
